,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
1804,59,Mujer,5.13,5.27,0.68,10.33,Excelente,Bajo,7.68,1.9,No,Neutral
1805,32,Mujer,3.0,2.46,4.92,11.0,Neutral,Bajo,6.88,5.84,No,Neutral
1806,37,Mujer,6.24,5.95,1.9,13.44,Buena,Medio,5.69,9.5,Si,Positivo
1807,40,Mujer,9.61,1.92,3.83,3.59,Mala,Medio,4.76,4.89,Si,Positivo
1808,47,Otro,8.73,2.31,1.18,13.73,Neutral,Bajo,5.54,4.42,No,Negativo
1809,18,Otro,9.16,1.66,0.66,7.84,Buena,Bajo,7.03,0.95,Si,Negativo
1810,54,Otro,11.02,4.7,4.92,9.93,Mala,Bajo,7.76,7.4,No,Positivo
1811,20,Otro,7.41,7.47,3.83,13.02,Mala,Medio,4.08,9.97,No,Neutral
1812,60,Mujer,4.71,7.72,3.32,13.12,Buena,Bajo,7.91,4.34,Si,Negativo
1813,28,Hombre,4.81,6.96,3.06,14.41,Mala,Bajo,6.75,9.62,Si,Neutral
1814,26,Hombre,11.93,5.68,2.48,10.09,Excelente,Alto,4.62,2.98,No,Neutral
1815,36,Hombre,3.06,3.81,4.5,7.965271254230335,Excelente,Medio,4.75,6.05,No,Negativo
1816,36,Otro,2.32,2.47,1.82,9.32,Mala,Medio,4.23,4.64,Si,Negativo
1817,21,Mujer,6.443269288803943,5.97,0.83,7.94,Neutral,Medio,7.96,6.5,No,Positivo
1818,47,Mujer,9.05,5.24,3.25,7.87,Excelente,Alto,6.96,0.13,Si,Negativo
1819,40,Otro,6.22,3.69,2.41,3.63,Buena,Alto,8.98,1.59,No,Negativo
1820,38,Hombre,11.59,3.06,4.74,14.37,Mala,Medio,5.83,1.01,Si,Negativo
1821,39,Hombre,2.77,6.5,1.95,7.61,Excelente,Bajo,6.31,4.62,Si,Positivo
1822,30,Mujer,2.98,2.18,4.57,12.06,Neutral,Medio,8.25,5.67,No,Negativo
1823,60,Mujer,10.29,3.65,3.02,7.2,Mala,Alto,8.96,9.16,No,Positivo
1824,37,Mujer,4.99,7.21,1.84,10.6,Excelente,Bajo,4.7,1.57,Si,Negativo
1825,51,Otro,9.64,2.39,4.08,13.62,Buena,Alto,7.94,3.91,Si,Positivo
1826,25,Otro,8.59,5.51,0.93,8.82,Buena,Medio,8.82,7.43,No,Negativo
1827,50,Otro,1.08,2.74,3.11,12.73,Buena,Medio,8.68,2.87,No,Negativo
1828,36,Hombre,6.98,4.5,2.31,13.99,Neutral,Alto,7.82,1.17,No,Negativo
1829,35,Otro,2.97,1.31,3.58,7.06,Excelente,Alto,5.18,9.83,Si,Negativo
1830,58,Hombre,6.443269288803943,3.37,3.9,1.16,Neutral,Alto,5.13,7.58,No,Negativo
1831,37,Hombre,7.67,3.83,3.37,5.63,Excelente,Alto,6.22,3.32,No,Positivo
1832,31,Hombre,2.56,6.17,4.52,12.13,Excelente,Alto,7.35,6.8,Si,Positivo
1833,19,Hombre,4.07,1.51,4.44,7.91,Excelente,Alto,8.43,2.96,No,Negativo
1834,37,Otro,9.34,0.6,0.41,9.82,Neutral,Alto,8.2,5.92,No,Positivo
1835,62,Otro,9.86,0.07,3.5,6.1,Buena,Medio,8.66,5.87,Si,Neutral
1836,21,Hombre,9.22,7.52,1.3,1.61,Mala,Alto,5.15,1.61,No,Negativo
1837,50,Hombre,1.34,4.83,2.05,8.68,Neutral,Medio,5.4,8.05,No,Negativo
1838,26,Otro,8.92,3.16,0.71,6.19,Mala,Medio,7.03,7.37,Si,Negativo
1839,55,Hombre,9.29,2.82,3.84,1.62,Buena,Medio,7.1,6.86,No,Positivo
1840,18,Hombre,6.84,3.65,2.33,6.81,Buena,Alto,7.63,2.27,No,Neutral
1841,43,Mujer,9.64,7.46,2.92,6.17,Buena,Bajo,5.46,0.77,No,Negativo
1842,43,Mujer,8.18,5.01,2.1,14.6,Buena,Bajo,8.63,2.72,No,Negativo
1843,59,Hombre,2.45,1.83,4.23,7.15,Neutral,Alto,7.25,8.59,Si,Positivo
1844,61,Otro,4.13,3.74,0.63,14.9,Buena,Alto,7.13,6.57,No,Neutral
1845,27,Hombre,2.74,7.33,1.4,1.07,Excelente,Bajo,7.67,9.2,No,Neutral
1846,55,Mujer,2.52,0.12,0.54,7.965271254230335,Excelente,Bajo,7.14,4.65,Si,Neutral
1847,52,Hombre,7.31,5.93,2.81,10.61,Buena,Medio,6.500054364240411,0.43,Si,Positivo
1848,47,Mujer,7.95,7.8,1.53,2.85,Mala,Bajo,7.75,4.59,Si,Neutral
1849,41,Hombre,1.14,6.24,1.56,13.13,Mala,Medio,7.59,5.02,No,Negativo
1850,62,Hombre,7.61,0.19,4.23,2.25,Neutral,Alto,4.67,9.13,Si,Neutral
1851,50,Otro,4.01,8.0,2.55,4.11,Excelente,Bajo,6.88,5.44,No,Neutral
1852,22,Hombre,8.31,0.93,1.51,1.0,Neutral,Bajo,4.66,4.93,No,Negativo
1853,62,Hombre,10.37,6.83,4.15,4.08,Excelente,Bajo,5.61,1.19,Si,Positivo
1854,37,Mujer,11.31,6.32,3.52,6.72,Mala,Medio,6.62,2.57,Si,Positivo
1855,53,Otro,9.19,7.23,1.97,9.66,Excelente,Medio,8.31,4.41,Si,Positivo
1856,21,Hombre,11.27,5.71,2.16,10.46,Buena,Medio,8.44,8.31,Si,Negativo
1857,50,Hombre,6.443269288803943,2.78,0.24,14.81,Excelente,Medio,4.03,9.23,No,Negativo
1858,45,Otro,9.24,2.52,2.63,8.25,Buena,Medio,6.51,7.01,Si,Neutral
1859,56,Otro,2.33,8.0,1.43,3.38,Excelente,Bajo,5.65,4.84,No,Negativo
1860,62,Otro,4.83,0.4,2.33,11.57,Excelente,Bajo,5.35,4.23,Si,Neutral
1861,58,Hombre,7.47,1.29,3.0,12.97,Excelente,Bajo,6.75,5.31,Si,Neutral
1862,28,Mujer,7.74,3.67,1.43,3.15,Excelente,Medio,5.98,7.12,No,Positivo
1863,33,Hombre,11.77,2.39,2.5259352591682034,4.09,Mala,Alto,4.5,5.37,No,Negativo
1864,48,Hombre,4.86,3.92,0.2,4.97,Mala,Alto,8.58,0.86,No,Neutral
1865,61,Mujer,7.41,7.91,4.32,12.49,Neutral,Bajo,6.28,0.95,No,Negativo
1866,18,Otro,10.55,0.34,0.04,13.08,Buena,Alto,5.46,5.005510655408122,,Positivo
1867,65,Hombre,5.3,2.38,2.85,10.82,Neutral,Bajo,4.7,8.24,Si,Positivo
1868,24,Hombre,4.11,1.12,2.5259352591682034,11.26,Excelente,Medio,7.38,8.75,No,Neutral
1869,19,Mujer,7.26,7.63,1.73,5.96,Neutral,Bajo,7.25,3.08,No,Positivo
1870,25,Otro,2.33,5.04,0.81,14.19,Neutral,Alto,4.59,6.87,Si,Negativo
1871,51,Mujer,1.3,4.3,4.36,13.03,Excelente,Alto,8.25,2.73,No,Positivo
1872,32,Otro,2.91,6.08,3.29,3.6,Mala,Bajo,5.91,6.31,No,Negativo
1873,37,Hombre,1.92,4.35,4.9,12.7,Excelente,Medio,4.14,6.9,Si,Neutral
1874,38,Otro,11.93,6.62,3.33,11.8,Mala,Alto,7.06,9.22,Si,Negativo
1875,34,Otro,6.26,2.17,2.93,2.84,Neutral,Alto,4.58,6.93,Si,Neutral
1876,20,Hombre,1.06,2.58,3.76,10.75,Buena,Medio,6.73,8.02,Si,Negativo
1877,54,Hombre,8.56,2.96,2.17,14.64,Excelente,Bajo,6.9,5.99,Si,Negativo
1878,27,Otro,9.46,6.78,3.9,1.88,Neutral,Alto,6.48,4.28,Si,Positivo
1879,57,Otro,9.01,1.89,1.96,1.23,Buena,Medio,7.17,3.69,Si,Neutral
1880,39,Otro,2.98,4.07,4.71,10.79,Neutral,Alto,7.84,7.81,Si,Neutral
1881,64,Mujer,3.81,1.12,4.35,5.3,Excelente,Alto,4.4,6.76,No,Neutral
1882,41,Otro,9.81,4.58,4.14,5.04,Excelente,Alto,7.68,7.93,Si,Neutral
1883,54,Otro,8.59,7.97,0.18,5.67,Buena,Alto,5.98,9.49,Si,Neutral
1884,40,Mujer,7.21,0.63,4.52,4.2,Buena,Medio,4.73,3.52,No,Neutral
1885,52,Mujer,5.65,1.16,4.53,13.7,Mala,Medio,6.29,2.86,No,Neutral
1886,39,Hombre,4.77,2.97,3.21,13.7,Buena,Alto,5.32,7.43,No,Positivo
1887,21,Hombre,11.29,0.18,4.26,7.45,Neutral,Alto,4.81,5.36,No,Negativo
1888,29,Otro,1.06,3.81,4.35,4.17,Buena,Alto,8.39,5.06,Si,Positivo
1889,59,Hombre,9.26,7.01,4.52,4.21,Neutral,Bajo,4.39,3.95,Si,Neutral
1890,44,Hombre,7.77,4.3,0.9,4.15,Buena,Bajo,4.17,4.06,Si,Neutral
1891,33,Hombre,3.36,7.57,3.79,12.5,Mala,Bajo,8.48,1.87,No,Neutral
1892,36,Mujer,3.21,6.61,1.85,3.26,Buena,Alto,6.35,9.39,Si,Positivo
1893,36,Mujer,11.4,7.14,4.71,6.64,Mala,Medio,5.33,4.98,Si,Neutral
1894,31,Mujer,6.01,4.97,4.48,14.95,Neutral,Medio,5.98,8.11,No,Neutral
1895,37,Mujer,9.64,7.94,1.47,8.74,Excelente,Medio,4.57,0.61,Si,Positivo
1896,29,Otro,4.93,1.05,3.76,4.68,Neutral,Medio,5.07,0.69,No,Positivo
1897,33,Mujer,2.03,3.49,3.31,3.44,Mala,Alto,7.41,6.99,Si,Positivo
1898,41,Mujer,3.42,0.98,3.02,13.07,Neutral,Medio,5.58,7.91,Si,Negativo
1899,18,Mujer,6.71,4.74,0.24,11.58,Buena,Alto,8.18,9.96,Si,Negativo
1900,49,Hombre,9.76,4.65,4.95,1.86,Buena,Bajo,4.1,8.18,No,Positivo
1901,41,Otro,4.25,2.79,3.38,12.61,Buena,Medio,6.29,7.37,No,Positivo
1902,55,Hombre,11.39,0.69,3.17,7.13,Buena,Bajo,8.97,9.66,Si,Negativo
1903,55,Otro,6.443269288803943,2.44,4.11,13.31,Neutral,Bajo,6.97,1.85,Si,Positivo
1904,34,Otro,11.66,1.82,3.72,7.98,Excelente,Bajo,7.0,0.93,No,Negativo
1905,49,Mujer,6.39,6.87,3.58,9.59,Neutral,Bajo,6.54,9.95,No,Positivo
1906,31,Hombre,11.89,1.73,1.18,6.52,Buena,Medio,4.12,2.24,Si,Positivo
1907,41,Hombre,11.29,4.22,3.43,1.81,Buena,Alto,4.52,9.83,No,Negativo
1908,34,Otro,10.64,4.33,1.91,4.26,Mala,Alto,5.53,3.22,No,Positivo
1909,29,Otro,9.29,6.29,3.78,7.65,Mala,Medio,6.81,5.47,Si,Positivo
1910,56,Mujer,11.7,7.13,2.74,6.29,Mala,Medio,4.83,6.13,Si,Neutral
1911,49,Hombre,9.62,7.69,4.06,7.13,Mala,Alto,7.68,5.27,No,Negativo
1912,64,Hombre,5.4,3.02,0.32,5.57,Neutral,Alto,8.89,7.1,No,Neutral
1913,61,Mujer,11.13,0.22,4.4,10.84,Buena,Bajo,8.59,1.86,Si,Neutral
1914,65,Hombre,4.31,5.26,1.77,11.89,Neutral,Medio,5.57,4.26,No,Positivo
1915,46,Mujer,4.08,4.76,2.47,1.65,Neutral,Medio,8.7,0.82,No,Neutral
1916,57,Hombre,3.45,1.43,0.15,6.93,Excelente,Bajo,8.24,2.04,No,Negativo
1917,30,Mujer,5.62,1.66,3.33,4.94,Excelente,Bajo,4.18,3.15,No,Neutral
1918,45,Mujer,1.81,6.97,1.4,9.7,Excelente,Alto,5.04,1.88,No,Neutral
1919,41,Otro,3.59,1.28,0.25,3.24,Buena,Alto,4.47,4.37,Si,Positivo
1920,40,Mujer,10.35,7.72,3.62,13.35,Excelente,Alto,4.0,8.49,No,Negativo
1921,40,Otro,8.32,4.14,0.05,7.965271254230335,Buena,Bajo,7.69,3.26,No,Negativo
1922,32,Mujer,10.97,3.971435469268686,4.49,7.8,Buena,Bajo,5.33,7.17,Si,Positivo
1923,57,Hombre,4.34,1.73,0.31,13.25,Mala,Bajo,7.28,1.11,Si,Negativo
1924,58,Mujer,10.34,5.52,3.94,5.99,Excelente,Medio,4.38,9.59,Si,Positivo
1925,41,Mujer,11.99,0.35,1.03,13.32,Mala,Bajo,8.23,4.03,Si,Negativo
1926,41,Otro,7.54,1.06,2.5259352591682034,13.72,Mala,Bajo,6.500054364240411,6.47,Si,Neutral
1927,31,Mujer,11.64,6.87,4.36,7.56,Mala,Alto,5.55,7.2,Si,Neutral
1928,62,Otro,2.6,1.59,4.75,11.42,Mala,Alto,8.7,9.04,Si,Positivo
1929,20,Otro,8.48,0.98,1.14,14.79,Neutral,Alto,7.25,1.7,,Positivo
1930,45,Hombre,3.19,4.98,0.01,3.19,Buena,Alto,5.0,6.4,Si,Neutral
1931,35,Otro,2.88,2.89,0.38,1.6,Neutral,Bajo,8.28,9.81,Si,Negativo
1932,28,Mujer,2.56,6.66,3.7,2.06,Excelente,Bajo,4.75,3.08,Si,Neutral
1933,35,Mujer,8.05,6.37,0.88,7.5,Mala,Medio,6.96,5.87,Si,Neutral
1934,51,Otro,9.28,3.11,2.5,12.54,Excelente,Bajo,8.49,7.78,Si,Negativo
1935,41,Otro,8.48,5.27,3.23,5.64,Excelente,Medio,8.75,1.3,Si,Negativo
1936,58,Mujer,1.86,4.01,2.64,12.56,Buena,Bajo,6.86,3.74,No,Neutral
1937,26,Hombre,1.91,3.67,4.43,11.63,Excelente,Bajo,8.67,8.84,Si,Positivo
1938,48,Hombre,5.25,5.68,4.91,2.04,Mala,Bajo,7.16,9.81,No,Neutral
1939,31,Mujer,3.51,0.45,1.37,14.77,Excelente,Alto,5.73,8.9,No,Negativo
1940,23,Otro,9.52,1.28,4.5,8.36,Excelente,Bajo,4.17,1.62,No,Negativo
1941,41,Otro,7.84,1.44,2.24,11.72,Excelente,Bajo,6.54,1.6,Si,Positivo
1942,47,Otro,8.13,7.3,3.2,7.78,Neutral,Bajo,5.16,6.3,Si,Negativo
1943,57,Mujer,7.28,1.41,1.06,9.0,Buena,Bajo,5.85,3.25,No,Negativo
1944,34,Hombre,6.53,2.69,4.52,10.01,Excelente,Medio,7.01,9.87,No,Neutral
1945,27,Mujer,7.08,3.72,4.22,7.66,Excelente,Medio,5.74,2.75,Si,Negativo
1946,46,Otro,2.53,6.22,2.91,9.36,Excelente,Alto,8.47,0.72,No,Negativo
1947,24,Hombre,5.96,7.65,4.44,7.28,Buena,Bajo,5.24,6.51,No,Neutral
1948,24,Hombre,11.07,7.25,1.85,2.07,Excelente,Alto,4.75,6.64,Si,Neutral
1949,39,Hombre,4.36,1.74,1.1,2.02,Excelente,Bajo,7.64,3.52,No,Neutral
1950,19,Otro,8.74,0.89,4.33,8.09,Buena,Medio,7.25,7.54,No,Negativo
1951,61,Mujer,11.72,6.29,0.01,6.43,Neutral,Alto,5.86,3.73,Si,Negativo
1952,27,Otro,8.41,4.69,0.11,7.6,Excelente,Alto,8.55,6.04,No,Positivo
1953,63,Mujer,7.72,2.88,0.71,13.73,Neutral,Medio,6.84,2.51,No,Negativo
1954,41,Hombre,7.59,2.4,0.37,4.9,Mala,Bajo,4.54,9.93,Si,Negativo
1955,42,Otro,11.86,2.39,2.58,3.98,Mala,Bajo,8.5,5.99,Si,Neutral
1956,32,Mujer,5.17,6.5,1.22,9.4,Buena,Alto,6.66,0.89,Si,Neutral
1957,26,Hombre,11.68,7.97,3.49,8.86,Buena,Alto,6.66,3.95,No,Positivo
1958,55,Hombre,1.23,7.81,1.04,9.78,Neutral,Bajo,6.67,1.1,No,Positivo
1959,27,Hombre,2.1,2.27,3.4,5.48,Buena,Bajo,8.02,9.2,No,Neutral
1960,26,Mujer,4.38,2.79,4.19,3.66,Buena,Medio,6.12,6.54,No,Positivo
1961,25,Mujer,2.93,0.25,4.09,2.65,Neutral,Bajo,5.3,5.15,No,Neutral
1962,50,Mujer,2.66,7.15,1.98,2.64,Excelente,Bajo,4.76,9.96,Si,Neutral
1963,45,Otro,5.65,1.2,2.82,6.22,Excelente,Medio,5.8,9.54,Si,Negativo
1964,52,Hombre,2.3,1.95,1.99,8.69,Mala,Bajo,5.16,8.87,No,Neutral
1965,18,Otro,5.72,1.15,3.34,14.43,Mala,Alto,6.59,2.47,No,Positivo
1966,36,Otro,5.57,2.04,1.36,13.09,Excelente,Medio,5.24,7.97,Si,Negativo
1967,56,Mujer,9.5,4.2,0.94,7.965271254230335,Buena,Bajo,6.43,6.79,Si,Positivo
1968,19,Otro,3.47,4.57,4.79,7.965271254230335,Excelente,Bajo,5.43,9.01,No,Positivo
1969,62,Mujer,4.75,0.59,3.33,9.61,Mala,Medio,5.54,0.16,No,Negativo
1970,44,Mujer,10.76,2.67,2.5259352591682034,5.84,Excelente,Alto,6.02,2.96,Si,Neutral
1971,24,Mujer,4.38,4.77,1.52,8.76,Buena,Medio,6.96,6.37,Si,Negativo
1972,31,Hombre,7.61,1.75,2.5259352591682034,7.965271254230335,Mala,Bajo,6.57,4.29,Si,Positivo
1973,35,Hombre,5.94,1.49,0.87,3.63,Neutral,Bajo,8.36,8.21,Si,Positivo
1974,64,Hombre,3.8,1.26,4.99,2.71,Mala,Medio,7.43,6.3,Si,Negativo
1975,35,Otro,5.0,6.31,2.82,1.34,Excelente,Medio,8.82,1.73,No,Positivo
1976,29,Otro,6.37,6.35,1.19,6.73,Excelente,Medio,5.61,6.67,Si,Neutral
1977,21,Otro,7.34,3.01,2.51,6.68,Buena,Alto,5.66,8.94,Si,Neutral
1978,26,Mujer,10.38,4.34,2.5259352591682034,13.01,Buena,Alto,8.39,5.22,Si,Negativo
1979,41,Mujer,9.91,4.7,4.83,1.37,Neutral,Medio,5.44,2.88,Si,Neutral
1980,44,Mujer,6.18,2.87,2.4,8.66,Buena,Alto,5.36,7.9,Si,Positivo
1981,40,Otro,8.82,4.58,2.01,6.06,Excelente,Medio,4.75,0.33,No,Negativo
1982,37,Hombre,3.78,0.64,2.37,4.21,Buena,Medio,5.5,9.19,Si,Neutral
1983,32,Hombre,2.31,2.99,2.62,5.88,Excelente,Medio,7.38,2.69,Si,Positivo
1984,27,Otro,7.6,0.45,0.44,11.11,Buena,Medio,5.66,2.21,No,Neutral
1985,39,Mujer,7.22,2.45,0.3,3.35,Mala,Alto,4.79,4.25,Si,Negativo
1986,33,Hombre,9.72,4.14,0.92,12.74,Mala,Bajo,6.85,0.53,No,
1987,57,Hombre,4.97,3.36,2.02,3.14,Mala,Alto,4.59,3.18,Si,Neutral
1988,21,Mujer,9.76,6.24,2.84,12.45,Buena,Bajo,8.64,1.43,No,Neutral
1989,59,Hombre,10.42,7.04,2.59,13.17,Excelente,Bajo,8.47,0.86,No,Neutral
1990,58,Hombre,10.49,0.15,4.33,6.79,Excelente,Bajo,6.0,4.14,No,Positivo
1991,44,Otro,2.53,4.08,2.49,13.78,Neutral,Bajo,8.48,0.29,Si,Neutral
1992,55,Hombre,9.53,0.59,4.7,4.42,Neutral,Bajo,6.46,7.02,No,Positivo
1993,54,Mujer,2.87,2.27,3.86,4.11,Buena,Bajo,5.44,3.88,No,Neutral
1994,31,Hombre,2.95,6.22,2.59,9.64,Neutral,Alto,5.74,3.56,Si,Positivo
1995,62,Hombre,6.443269288803943,4.34,4.36,13.2,Excelente,Medio,4.01,7.76,No,Negativo
1996,51,Hombre,8.88,3.971435469268686,0.12,4.73,Buena,Alto,5.62,5.18,No,Positivo
1997,41,Hombre,11.03,3.54,1.72,7.965271254230335,Mala,Bajo,6.32,1.41,No,Negativo
1998,24,Hombre,6.443269288803943,5.21,4.56,7.46,Excelente,Bajo,7.5,0.89,No,Neutral
1999,57,Hombre,10.9,3.37,3.8,7.01,Mala,Medio,6.16,7.51,No,Negativo
2000,35,Otro,3.02,7.78,4.46,8.79,Excelente,Bajo,5.67,6.17,Si,Positivo
2001,43,Hombre,1.36,1.08,3.01,7.965271254230335,Mala,Bajo,4.15,4.0,Si,Negativo
2002,42,Hombre,2.44,7.09,2.31,12.19,Mala,Bajo,7.96,2.68,No,Negativo
2003,30,Hombre,11.65,1.75,0.82,12.18,Mala,Bajo,7.1,3.59,Si,Negativo
2004,28,Hombre,5.45,4.88,0.57,13.45,Buena,Alto,5.0,3.35,No,Neutral
2005,48,Hombre,4.76,7.84,2.94,1.17,Neutral,Bajo,6.500054364240411,9.64,Si,Neutral
2006,45,Otro,9.15,6.31,1.63,5.5,Excelente,Medio,6.56,8.1,Si,Positivo
2007,59,Hombre,7.41,5.12,0.15,3.99,Neutral,Medio,8.88,4.76,No,Positivo
2008,65,Mujer,2.56,2.68,1.52,5.03,Mala,Medio,8.87,6.81,Si,Negativo
2009,38,Hombre,3.64,5.21,2.59,1.53,Neutral,Medio,8.93,1.84,No,Neutral
2010,54,Otro,2.75,2.38,2.05,5.29,Mala,Medio,5.86,2.04,No,Positivo
2011,22,Hombre,5.82,6.59,1.26,13.79,Mala,Bajo,7.22,7.29,Si,Neutral
2012,41,Hombre,4.51,2.2,0.95,14.11,Excelente,Medio,6.17,8.94,Si,Positivo
2013,27,Otro,4.79,2.42,4.32,1.57,Neutral,Medio,7.93,9.86,No,Neutral
2014,59,Hombre,7.78,3.81,2.41,5.42,Buena,Medio,7.6,9.93,No,Positivo
2015,37,Otro,1.87,3.74,2.32,11.62,Excelente,Bajo,4.13,4.84,No,Positivo
2016,26,Hombre,6.28,2.1,3.31,8.47,Neutral,Bajo,8.87,1.03,Si,Positivo
2017,61,Otro,11.03,2.93,0.42,6.78,Mala,Bajo,7.17,6.73,No,Negativo
2018,30,Otro,4.29,1.04,1.67,5.32,Mala,Alto,5.42,3.81,No,Negativo
2019,62,Hombre,2.78,3.971435469268686,1.7,10.66,Excelente,Alto,8.24,8.51,,Positivo
2020,42,Hombre,2.39,0.23,3.14,12.02,Buena,Bajo,4.53,5.97,Si,Positivo
2021,40,Mujer,5.59,3.12,1.4,1.62,Mala,Medio,8.8,1.97,Si,Neutral
2022,58,Otro,1.1,4.81,4.15,7.965271254230335,Mala,Medio,4.95,1.57,Si,Neutral
2023,41,Hombre,10.05,6.13,1.77,1.25,Excelente,Medio,8.1,8.1,No,Positivo
2024,42,Mujer,4.83,2.91,3.54,4.76,Buena,Medio,5.1,4.61,No,Positivo
2025,51,Otro,10.02,0.79,0.14,2.57,Buena,Bajo,5.78,0.52,Si,Positivo
2026,36,Otro,9.05,5.08,2.31,10.4,Excelente,Medio,8.78,1.88,Si,Negativo
2027,42,Otro,5.33,1.09,2.46,7.965271254230335,Neutral,Medio,7.79,1.96,No,Negativo
2028,26,Hombre,11.18,4.7,0.89,4.63,Excelente,Bajo,6.54,9.31,No,Neutral
2029,65,Hombre,9.39,4.5,2.59,14.33,Excelente,Bajo,7.83,9.15,No,Negativo
2030,37,Hombre,3.73,4.92,1.57,7.94,Neutral,Alto,4.91,4.05,No,Negativo
2031,29,Otro,3.39,5.53,2.91,14.12,Excelente,Alto,4.78,7.54,Si,Neutral
2032,35,Hombre,1.03,7.6,0.41,14.72,Neutral,Bajo,4.75,0.95,No,Negativo
2033,62,Otro,4.89,1.38,3.56,1.69,Excelente,Medio,8.2,3.93,Si,Negativo
2034,57,Otro,3.28,1.62,3.47,13.05,Neutral,Medio,7.7,9.18,Si,Neutral
2035,19,Mujer,1.01,4.72,1.87,10.39,Neutral,Alto,8.51,3.03,No,Negativo
2036,23,Hombre,3.77,2.99,2.82,8.6,Buena,Alto,8.83,3.2,No,Neutral
2037,35,Hombre,4.72,5.5,4.13,7.965271254230335,Neutral,Alto,8.15,5.41,No,Negativo
2038,62,Mujer,8.49,6.93,4.19,13.64,Excelente,Bajo,8.25,4.62,Si,Negativo
2039,47,Mujer,2.65,2.22,0.68,1.9,Buena,Bajo,4.94,0.85,Si,Negativo
2040,24,Otro,5.61,3.971435469268686,4.85,4.42,Neutral,Medio,8.68,3.12,No,Positivo
2041,41,Otro,6.29,7.68,3.44,9.65,Mala,Medio,5.66,7.65,No,Neutral
2042,64,Hombre,2.96,1.42,4.38,5.38,Mala,Medio,7.47,7.07,Si,Negativo
2043,58,Otro,5.15,4.77,1.42,13.11,Neutral,Alto,7.12,8.25,No,Negativo
2044,46,Otro,8.9,3.67,3.01,12.39,Excelente,Bajo,7.82,1.78,Si,Negativo
2045,28,Hombre,4.33,1.24,4.99,10.27,Mala,Medio,7.86,0.33,Si,Negativo
2046,37,Hombre,4.88,1.88,0.59,7.33,Mala,Bajo,8.27,5.81,Si,Positivo
2047,53,Hombre,2.43,1.62,2.5259352591682034,5.65,Neutral,Bajo,6.500054364240411,9.89,No,Neutral
2048,24,Hombre,4.36,5.47,0.63,10.62,Buena,Bajo,8.62,2.52,Si,Neutral
2049,31,Otro,4.96,0.16,4.21,11.13,Excelente,Alto,6.93,1.7,No,Negativo
2050,50,Otro,3.62,2.27,3.65,6.21,Excelente,Bajo,8.26,0.86,Si,Negativo
2051,62,Mujer,5.38,2.1,0.81,2.02,Excelente,Medio,7.86,7.86,No,Positivo
2052,56,Mujer,7.55,0.28,0.35,8.19,Excelente,Bajo,6.62,0.31,No,Negativo
2053,62,Hombre,3.02,0.25,0.37,3.85,Excelente,Alto,5.56,9.68,No,Positivo
2054,63,Hombre,4.46,4.93,0.94,10.4,Mala,Medio,6.93,2.11,No,Negativo
2055,40,Mujer,7.34,0.26,2.91,7.965271254230335,Buena,Bajo,8.98,2.2,No,Neutral
2056,18,Mujer,2.88,5.64,0.79,1.75,Neutral,Bajo,5.65,4.1,No,Neutral
2057,65,Mujer,5.72,4.02,4.2,14.18,Buena,Bajo,6.68,3.67,No,Positivo
2058,19,Hombre,10.01,3.17,4.26,9.26,Mala,Bajo,5.97,6.05,No,Negativo
2059,30,Otro,4.97,2.15,3.74,1.99,Mala,Medio,8.12,7.73,Si,Positivo
2060,28,Mujer,10.02,3.23,0.52,2.02,Excelente,Bajo,7.6,2.53,No,Neutral
2061,20,Hombre,8.56,0.05,3.35,7.96,Excelente,Alto,5.78,2.87,Si,Negativo
2062,35,Mujer,9.67,6.51,2.31,5.1,Mala,Bajo,7.04,5.78,,Negativo
2063,45,Hombre,1.49,4.37,0.93,9.08,Buena,Alto,7.04,5.74,No,Neutral
2064,46,Otro,11.83,3.77,4.04,9.75,Buena,Bajo,6.38,6.98,Si,Neutral
2065,63,Hombre,1.26,3.16,0.49,7.17,Mala,Medio,6.52,0.47,No,Negativo
2066,48,Hombre,8.06,1.1,2.37,10.34,Buena,Alto,6.59,9.02,No,Positivo
2067,50,Otro,4.31,4.42,2.06,6.3,Buena,Medio,7.97,1.7,No,Neutral
2068,32,Otro,7.92,7.02,2.4,2.71,Neutral,Alto,8.73,7.64,Si,Negativo
2069,34,Otro,7.56,1.86,1.28,7.04,Mala,Medio,4.6,0.64,No,Positivo
2070,27,Mujer,9.02,0.9,0.09,14.72,Mala,Medio,4.17,8.72,Si,Positivo
2071,19,Hombre,3.75,3.971435469268686,4.5,14.52,Neutral,Medio,4.48,2.34,Si,Neutral
2072,36,Hombre,1.43,7.81,2.98,14.3,Neutral,Medio,6.05,6.94,No,Neutral
2073,23,Mujer,6.13,6.67,2.91,7.965271254230335,Mala,Bajo,9.0,1.66,No,Negativo
2074,29,Otro,8.55,7.15,2.2,5.79,Neutral,Alto,5.84,4.7,Si,Negativo
2075,37,Otro,3.9,3.68,0.55,9.41,Neutral,Alto,6.55,2.43,No,Negativo
2076,26,Otro,8.34,5.63,0.49,14.81,Mala,Alto,5.09,6.03,Si,Positivo
