,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
1787,35,Hombre,8.51,3.26,1.59,8.14,Neutral,Bajo,8.32,2.24,No,Neutral
1788,46,Otro,8.54,7.66,3.11,7.87,Excelente,Alto,6.93,6.67,Si,Positivo
1790,20,Hombre,1.53,3.96,3.56,10.63,Buena,Bajo,6.66,9.4,No,Positivo
1791,39,Otro,4.53,0.67,2.23,13.37,Neutral,Bajo,7.48,9.55,Si,Neutral
1792,41,Hombre,10.91,2.75,1.37,4.22,Mala,Alto,7.24,0.65,Si,Neutral
1794,38,Otro,9.95,2.69,4.49,5.1,Mala,Bajo,5.61,9.37,Si,Negativo
1796,48,Otro,8.91,3.38,4.63,7.62,Mala,Alto,5.93,9.11,No,Negativo
1798,58,Otro,4.34,2.88,2.5259352591682034,10.75,Excelente,Medio,6.08,4.28,Si,Positivo
1799,54,Mujer,3.2,6.98,1.67,5.69,Neutral,Bajo,8.99,9.13,No,Neutral
1800,44,Otro,3.02,3.43,0.65,14.51,Neutral,Bajo,8.42,5.92,Si,Negativo
1802,21,Mujer,4.0,3.65,1.24,14.83,Buena,Bajo,8.53,4.35,No,Neutral
1803,45,Mujer,3.16,6.76,1.16,7.26,Neutral,Medio,8.73,2.36,Si,Neutral
1804,20,Otro,11.81,7.54,2.56,10.97,Neutral,Medio,8.48,1.18,No,Positivo
1805,53,Otro,7.12,7.32,4.19,4.45,Excelente,Medio,6.2,0.58,Si,Negativo
1806,42,Otro,1.05,4.51,3.75,11.67,Buena,Bajo,6.75,1.62,No,Neutral
1807,43,Otro,4.24,6.99,3.74,1.48,Excelente,Alto,8.88,9.81,Si,Positivo
1809,39,Otro,3.64,2.58,3.17,13.7,Buena,Medio,4.43,4.47,Si,Neutral
1810,26,Mujer,10.46,5.32,3.24,11.79,Excelente,Bajo,4.46,1.84,Si,Positivo
1811,22,Mujer,5.28,2.67,1.9,3.42,Buena,Alto,8.01,4.67,Si,Neutral
1814,60,Mujer,9.5,5.69,3.4,7.32,Buena,Medio,7.88,3.65,Si,Positivo
1815,55,Otro,4.99,3.971435469268686,3.07,8.05,Neutral,Alto,5.43,6.71,Si,Positivo
1816,50,Otro,10.66,2.43,3.61,2.39,Buena,Medio,5.83,3.7,Si,Positivo
1817,65,Mujer,8.75,0.78,1.51,13.52,Excelente,Medio,7.48,7.51,No,Positivo
1818,34,Mujer,5.96,4.17,0.03,12.18,Mala,Alto,8.82,5.55,No,Neutral
1819,37,Otro,3.97,3.19,4.85,2.5,Neutral,Bajo,8.98,5.34,Si,Positivo
1820,46,Otro,10.17,6.52,4.42,6.07,Mala,Alto,8.34,3.0,No,Positivo
1822,51,Hombre,11.17,1.94,2.7,10.74,Buena,Bajo,5.81,3.47,No,Positivo
1824,35,Hombre,9.82,2.04,2.5259352591682034,5.53,Excelente,Medio,6.67,5.09,Si,Negativo
1825,59,Otro,8.3,6.6,2.42,6.95,Mala,Bajo,7.81,3.89,No,Positivo
1826,61,Hombre,2.58,6.2,3.54,13.33,Buena,Bajo,7.15,7.46,No,Neutral
1827,56,Hombre,10.42,5.9,2.03,8.46,Buena,Bajo,5.21,6.98,Si,Positivo
1828,20,Otro,7.06,5.06,1.89,6.94,Mala,Bajo,6.03,7.34,No,Negativo
1829,28,Hombre,10.01,0.49,4.79,2.04,Excelente,Bajo,8.21,9.75,No,Negativo
1830,28,Otro,10.45,3.2,0.64,6.53,Neutral,Alto,4.14,6.35,Si,Positivo
1832,25,Otro,7.76,3.94,2.76,11.05,Excelente,Bajo,8.88,3.0,No,Negativo
1833,52,Hombre,7.76,7.24,2.44,7.965271254230335,Neutral,Alto,8.88,6.57,Si,Neutral
1834,24,Hombre,3.37,6.34,0.38,8.6,Neutral,Medio,6.09,4.08,Si,Neutral
1835,30,Hombre,5.56,0.36,1.99,1.85,Buena,Bajo,7.78,8.1,Si,Neutral
1836,24,Hombre,4.29,0.71,0.66,1.29,Buena,Alto,6.500054364240411,3.62,No,Positivo
1838,32,Otro,11.61,2.89,4.29,9.68,Excelente,Alto,8.71,3.93,No,Negativo
1839,21,Mujer,9.26,2.24,0.78,6.11,Neutral,Bajo,4.57,9.64,Si,Neutral
1840,24,Otro,11.19,3.17,4.49,11.61,Mala,Medio,5.37,6.78,No,Neutral
1841,40,Mujer,9.77,6.25,4.39,8.13,Excelente,Bajo,5.96,5.09,No,Neutral
1842,64,Hombre,9.03,4.92,4.39,1.75,Neutral,Medio,8.74,5.55,No,Neutral
1844,34,Otro,1.48,7.34,2.52,7.08,Neutral,Bajo,5.75,5.47,Si,Neutral
1845,46,Hombre,4.35,5.39,4.27,4.67,Excelente,Alto,6.7,1.1,Si,Neutral
1846,36,Otro,9.71,0.27,1.21,14.07,Excelente,Medio,6.76,2.79,Si,Positivo
1847,38,Hombre,7.35,5.52,2.55,7.965271254230335,Buena,Medio,7.22,3.2,No,Positivo
1848,34,Otro,3.15,2.94,4.76,6.97,Excelente,Medio,4.68,7.58,No,Positivo
1849,28,Otro,8.47,2.03,4.61,11.4,Buena,Medio,6.02,8.23,Si,Positivo
1851,58,Otro,11.11,6.91,3.45,6.7,Excelente,Medio,8.16,8.59,Si,Negativo
1852,57,Hombre,1.66,2.55,0.19,10.88,Excelente,Alto,7.17,7.69,Si,Neutral
1853,36,Hombre,4.31,5.63,4.61,10.45,Excelente,Alto,5.92,1.95,No,Positivo
1855,56,Hombre,7.94,4.32,0.84,11.17,Neutral,Alto,8.63,7.94,Si,Positivo
1856,61,Mujer,2.76,4.11,3.07,6.44,Mala,Medio,6.94,3.13,Si,Negativo
1858,43,Otro,4.02,3.37,1.1,14.73,Excelente,Bajo,7.03,7.99,Si,Positivo
1861,60,Hombre,3.2,7.73,2.5259352591682034,3.52,Buena,Alto,7.36,7.74,No,Neutral
1862,44,Otro,2.2,3.07,1.56,6.68,Neutral,Medio,8.96,0.3,Si,Neutral
1863,48,Otro,1.97,1.28,4.02,14.66,Excelente,Alto,6.68,3.25,No,Neutral
1864,26,Hombre,6.7,0.73,0.57,4.04,Buena,Medio,4.3,6.93,Si,Positivo
1865,54,Hombre,5.91,3.77,2.16,6.5,Buena,Alto,5.01,4.16,Si,Negativo
1866,20,Hombre,1.42,3.06,0.85,7.965271254230335,Excelente,Alto,8.16,8.73,No,Neutral
1867,30,Otro,1.49,1.13,3.03,13.39,Excelente,Alto,7.28,6.1,No,Positivo
1868,18,Hombre,7.69,5.16,1.56,1.15,Mala,Medio,4.17,5.77,No,Negativo
1869,24,Mujer,10.88,0.01,2.45,10.33,Mala,Bajo,5.85,4.7,No,Positivo
1870,63,Hombre,11.21,0.6,3.36,2.57,Excelente,Bajo,7.7,0.54,No,Neutral
1872,49,Otro,7.18,1.51,0.23,12.72,Excelente,Alto,7.21,7.67,No,Negativo
1873,57,Mujer,2.28,7.44,4.8,4.56,Excelente,Bajo,5.9,4.26,Si,Positivo
1875,45,Hombre,3.77,0.97,3.23,8.85,Buena,Medio,5.7,5.13,Si,Positivo
1876,21,Mujer,4.15,3.24,3.57,4.41,Buena,Bajo,8.81,6.59,No,Positivo
1878,55,Mujer,6.42,5.1,2.17,10.08,Buena,Medio,4.6,9.89,Si,Negativo
1879,26,Mujer,9.72,6.49,2.15,7.32,Neutral,Bajo,4.58,3.04,Si,Positivo
1880,43,Mujer,2.29,3.61,0.8,10.2,Mala,Alto,8.98,9.0,Si,Negativo
1881,40,Hombre,6.2,2.62,2.29,4.16,Mala,Alto,6.500054364240411,4.72,No,Neutral
1882,43,Otro,2.61,1.57,1.21,6.09,Buena,Medio,4.71,1.13,No,Negativo
1883,35,Hombre,6.46,1.55,4.63,7.05,Excelente,Alto,4.94,0.34,No,Negativo
1884,43,Hombre,7.94,6.83,0.09,3.77,Mala,Medio,4.95,2.85,No,Negativo
1885,62,Hombre,11.89,0.55,2.22,5.53,Neutral,Medio,6.69,5.95,Si,Neutral
1887,52,Mujer,6.24,3.34,2.36,4.32,Excelente,Medio,4.18,5.58,No,Neutral
1889,56,Otro,10.72,2.7,0.19,11.17,Buena,Medio,5.01,3.08,Si,Negativo
1890,50,Hombre,1.66,3.01,3.51,11.92,Mala,Bajo,6.59,1.83,No,Positivo
1891,65,Hombre,10.01,3.86,0.05,7.28,Buena,Medio,5.33,0.36,Si,Positivo
1893,54,Hombre,1.5,2.67,4.34,4.7,Neutral,Alto,5.69,2.29,No,Neutral
1895,62,Mujer,5.72,5.79,4.89,4.41,Excelente,Medio,7.9,2.05,No,Neutral
1896,53,Otro,4.97,2.84,3.18,6.45,Excelente,Bajo,4.42,7.45,No,Neutral
1897,43,Otro,11.17,4.14,0.1,5.09,Neutral,Alto,5.14,7.36,No,Negativo
1898,24,Mujer,5.1,2.84,2.5259352591682034,3.45,Excelente,Medio,6.07,6.56,No,Positivo
1900,28,Otro,8.49,4.75,3.05,4.38,Neutral,Bajo,4.67,3.5,Si,Neutral
1901,48,Otro,4.09,2.58,4.78,12.88,Neutral,Medio,5.89,5.19,No,Positivo
1903,37,Mujer,7.11,0.75,3.55,8.23,Excelente,Alto,5.06,5.06,Si,Positivo
1904,62,Otro,10.97,4.61,4.98,5.38,Neutral,Alto,6.17,6.18,Si,Positivo
1905,37,Mujer,10.16,4.28,2.52,11.55,Excelente,Bajo,4.46,5.81,No,Negativo
1906,52,Mujer,5.77,6.93,2.76,4.68,Neutral,Bajo,7.01,2.19,No,Neutral
1907,54,Otro,8.25,0.76,3.76,12.59,Neutral,Bajo,7.9,6.36,Si,Negativo
1908,37,Mujer,6.84,5.11,4.67,7.965271254230335,Buena,Alto,7.51,7.91,No,Neutral
1910,62,Otro,10.38,5.72,2.04,11.67,Buena,Bajo,6.24,5.21,Si,Positivo
1912,41,Mujer,4.93,3.79,1.38,9.89,Neutral,Medio,4.25,5.63,No,Positivo
1913,28,Otro,2.95,4.24,2.15,12.1,Excelente,Alto,4.77,8.37,Si,Positivo
1914,39,Mujer,9.26,4.04,0.78,6.07,Neutral,Alto,4.31,9.14,Si,Neutral
1915,54,Otro,8.72,4.27,2.12,12.04,Buena,Medio,8.38,6.23,No,Negativo
1918,65,Otro,9.28,7.16,2.7,6.8,Buena,Alto,5.1,4.71,No,Positivo
1920,41,Mujer,2.61,1.36,3.39,11.49,Neutral,Bajo,8.5,7.27,No,Positivo
1921,61,Mujer,10.8,2.62,0.9,3.66,Excelente,Bajo,6.6,1.46,Si,Positivo
1922,20,Mujer,4.48,5.15,0.28,9.62,Buena,Bajo,6.23,7.14,Si,Neutral
1923,42,Otro,10.7,4.62,3.5,9.37,Mala,Bajo,6.91,1.19,Si,Negativo
1924,58,Hombre,4.94,6.46,4.08,14.54,Mala,Medio,8.1,1.67,Si,Negativo
1925,46,Hombre,10.6,2.23,2.5259352591682034,13.08,Mala,Alto,5.84,0.59,No,Neutral
1927,44,Otro,11.37,5.75,0.82,3.8,Excelente,Alto,7.01,0.48,No,Negativo
1928,26,Mujer,6.78,4.75,4.2,13.0,Excelente,Medio,5.53,5.89,No,Negativo
1929,26,Hombre,11.45,7.9,0.09,11.0,Buena,Alto,8.22,2.91,Si,Positivo
1930,59,Mujer,7.13,3.87,2.95,11.25,Mala,Medio,6.53,6.41,Si,Negativo
1931,52,Mujer,7.75,5.95,3.65,7.82,Neutral,Alto,5.9,3.8,Si,Negativo
1932,43,Otro,9.01,2.08,0.81,6.16,Excelente,Medio,5.6,3.72,Si,Negativo
1933,57,Hombre,3.46,4.04,3.34,2.7,Mala,Bajo,8.31,8.09,Si,Positivo
1934,31,Mujer,8.76,4.18,0.41,13.85,Mala,Bajo,5.88,9.01,Si,Negativo
1935,40,Mujer,3.09,7.39,1.95,11.87,Buena,Medio,4.2,7.06,No,Negativo
1936,53,Hombre,8.64,6.39,4.75,6.41,Mala,Medio,6.55,5.87,Si,Positivo
1937,32,Otro,8.3,4.53,4.57,11.73,Mala,Bajo,8.2,3.69,No,Positivo
1938,38,Hombre,6.18,4.88,2.6,11.99,Mala,Alto,5.32,3.84,No,Positivo
1939,48,Hombre,6.22,5.44,2.5,5.95,Excelente,Bajo,4.13,0.63,No,Negativo
1940,44,Mujer,9.36,0.81,3.32,8.39,Mala,Bajo,8.69,5.3,Si,Neutral
1941,60,Mujer,9.48,3.55,0.03,11.22,Mala,Medio,8.51,7.73,Si,Neutral
1943,62,Hombre,8.03,1.45,2.78,7.12,Excelente,Medio,6.08,0.68,No,Negativo
1944,47,Hombre,8.8,5.17,3.37,8.1,Neutral,Bajo,4.39,4.01,Si,Positivo
1946,41,Otro,1.5,4.36,0.45,7.84,Excelente,Medio,5.08,8.9,No,Negativo
1947,43,Mujer,4.5,2.21,1.38,1.59,Neutral,Alto,7.53,4.42,No,Positivo
1948,55,Hombre,10.39,4.47,2.5,15.0,Buena,Alto,7.21,6.71,Si,Positivo
1950,61,Otro,11.05,0.85,1.19,10.86,Buena,Bajo,8.49,2.04,Si,Positivo
1951,48,Hombre,1.76,4.71,1.56,7.965271254230335,Buena,Medio,5.32,5.005510655408122,No,Positivo
1952,27,Otro,4.62,1.99,0.19,11.04,Neutral,Bajo,5.8,3.03,No,Positivo
1953,61,Mujer,6.12,4.01,0.48,5.55,Excelente,Bajo,5.3,3.51,Si,Positivo
1955,49,Otro,11.15,7.04,3.26,14.03,Mala,Bajo,6.69,3.82,No,Negativo
1957,32,Otro,5.2,6.06,2.5259352591682034,13.39,Neutral,Medio,5.85,9.8,No,Negativo
1958,39,Otro,7.54,2.05,1.87,10.49,Mala,Medio,6.57,6.07,No,Positivo
1959,29,Hombre,5.92,3.5,3.21,5.97,Neutral,Bajo,7.31,8.6,No,Neutral
1960,56,Mujer,9.07,5.54,1.67,2.8,Mala,Alto,8.61,7.12,Si,Negativo
1961,65,Otro,10.88,5.65,3.99,9.51,Mala,Medio,7.84,7.27,Si,Negativo
1962,58,Hombre,2.26,7.26,4.98,10.8,Buena,Medio,4.42,3.21,Si,Neutral
1963,46,Mujer,11.95,1.24,2.84,3.69,Neutral,Bajo,4.68,8.39,Si,Neutral
1964,41,Mujer,7.43,3.91,3.92,8.41,Neutral,Medio,4.57,4.9,Si,Negativo
1967,29,Hombre,7.7,6.4,0.42,11.21,Excelente,Medio,6.01,4.13,Si,Negativo
1968,56,Otro,5.92,2.37,2.81,4.14,Mala,Bajo,7.38,6.31,No,Neutral
1971,32,Mujer,6.55,5.53,4.99,13.66,Mala,Bajo,6.93,8.79,No,Positivo
1972,44,Otro,4.19,5.09,0.18,12.47,Excelente,Medio,8.15,4.76,Si,Neutral
1973,49,Otro,7.59,1.31,2.58,12.76,Neutral,Bajo,5.51,6.3,Si,Positivo
1974,44,Mujer,3.02,2.07,0.02,5.19,Buena,Bajo,8.81,2.09,No,Negativo
1975,39,Otro,9.7,4.83,0.47,4.06,Buena,Medio,6.16,7.82,No,Positivo
1978,62,Mujer,9.62,3.95,0.08,1.13,Excelente,Medio,4.68,9.78,Si,Neutral
1979,34,Hombre,2.22,0.99,3.27,4.24,Buena,Medio,6.15,5.3,No,Negativo
1980,43,Otro,7.48,2.53,2.24,4.18,Mala,Bajo,6.51,0.94,Si,Negativo
1981,21,Mujer,5.24,2.59,0.95,14.45,Excelente,Bajo,8.29,0.04,Si,Negativo
1982,34,Hombre,4.88,7.59,4.33,1.89,Buena,Alto,6.3,4.77,No,Positivo
1983,26,Mujer,2.38,6.84,4.77,7.965271254230335,Excelente,Alto,6.65,0.2,No,Neutral
1985,61,Hombre,5.05,6.72,1.37,10.94,Mala,Medio,8.63,2.76,No,Positivo
1986,20,Mujer,7.52,3.971435469268686,4.54,10.03,Neutral,Alto,5.15,5.06,No,Positivo
1987,43,Mujer,5.42,6.03,2.86,12.01,Excelente,Medio,5.23,9.9,Si,Positivo
1988,55,Hombre,1.54,2.85,2.5,13.81,Mala,Medio,8.49,3.25,No,Negativo
1989,47,Otro,2.19,3.96,2.13,7.55,Neutral,Bajo,7.85,1.67,Si,Positivo
1991,59,Mujer,3.94,4.04,0.18,6.72,Neutral,Medio,6.71,4.88,No,Negativo
1992,34,Mujer,3.74,6.72,3.78,7.965271254230335,Excelente,Alto,8.14,7.6,Si,Neutral
1993,37,Mujer,5.83,2.85,3.8,14.9,Neutral,Alto,5.66,1.01,Si,Neutral
1994,33,Mujer,8.33,2.33,0.52,5.7,Excelente,Alto,6.67,8.91,No,Positivo
1995,44,Mujer,11.2,2.76,3.66,8.6,Neutral,Medio,5.34,5.6,Si,Negativo
1996,42,Mujer,10.78,5.11,0.64,9.65,Buena,Alto,6.72,9.8,No,Neutral
2001,60,Hombre,8.58,5.87,0.69,12.98,Mala,Bajo,7.37,1.69,No,Neutral
2003,22,Hombre,10.87,7.35,0.52,9.19,Buena,Medio,8.28,9.09,No,Negativo
2004,37,Mujer,8.76,3.27,3.35,6.41,Mala,Medio,8.33,1.07,No,Negativo
2005,44,Mujer,4.49,0.05,0.95,6.25,Mala,Alto,4.48,1.47,No,Negativo
2006,50,Mujer,10.12,6.0,4.02,10.45,Buena,Bajo,5.94,4.37,Si,Neutral
2007,59,Otro,10.8,2.47,4.94,12.92,Excelente,Alto,5.9,7.72,No,Neutral
2008,33,Hombre,4.53,7.77,4.89,8.49,Mala,Medio,5.65,5.005510655408122,Si,Positivo
2010,42,Mujer,3.79,5.4,2.62,14.12,Neutral,Bajo,5.78,3.07,Si,Negativo
2012,39,Hombre,11.29,1.32,4.21,12.05,Mala,Medio,8.26,4.67,No,Neutral
2015,43,Otro,8.05,3.97,2.21,9.56,Mala,Alto,6.79,8.37,Si,Negativo
2016,39,Mujer,8.03,1.01,2.15,11.51,Mala,Bajo,7.2,4.84,Si,Positivo
2017,47,Hombre,8.39,6.19,2.5259352591682034,6.21,Buena,Bajo,6.84,7.26,Si,Negativo
2018,24,Otro,4.96,1.82,2.83,11.92,Excelente,Bajo,6.94,8.99,No,Negativo
2019,38,Mujer,8.3,6.87,2.93,3.96,Neutral,Bajo,6.54,8.56,Si,Positivo
2020,53,Otro,9.95,0.53,3.7,8.91,Mala,Alto,8.09,8.27,No,Neutral
2021,55,Mujer,6.443269288803943,4.9,0.85,3.16,Mala,Bajo,4.77,4.34,No,Neutral
2023,29,Mujer,4.94,5.86,3.94,9.33,Mala,Medio,7.78,3.84,No,Negativo
2024,45,Mujer,1.4,2.01,3.45,14.24,Mala,Alto,7.02,6.09,Si,Neutral
2025,31,Hombre,8.51,7.04,1.58,13.99,Neutral,Alto,6.03,8.0,Si,Positivo
2026,49,Hombre,6.03,4.39,0.32,5.26,Neutral,Medio,4.19,8.77,Si,Positivo
2027,44,Mujer,8.27,5.0,4.44,14.94,Neutral,Alto,7.78,2.4,Si,Positivo
2028,42,Mujer,9.72,3.13,2.95,7.52,Neutral,Bajo,4.35,6.16,Si,Positivo
2029,59,Mujer,4.45,7.85,1.54,14.95,Buena,Alto,8.59,7.01,Si,Negativo
2030,55,Hombre,7.49,2.32,1.42,5.09,Mala,Medio,4.71,8.37,No,Neutral
2032,30,Hombre,7.02,7.44,4.98,1.14,Buena,Medio,4.14,6.21,Si,Negativo
2033,43,Hombre,1.96,6.54,0.31,10.69,Neutral,Alto,8.85,2.96,No,Negativo
2034,56,Otro,2.19,0.45,0.72,8.36,Buena,Medio,4.25,7.71,Si,Neutral
2037,51,Hombre,10.13,2.2,4.75,10.02,Neutral,Bajo,5.66,6.44,Si,Positivo
2038,52,Mujer,8.19,6.99,2.13,5.32,Excelente,Alto,8.66,4.13,No,Neutral
2039,36,Otro,9.64,3.23,4.32,14.5,Mala,Bajo,8.58,9.2,Si,Positivo
2041,56,Otro,11.78,4.32,0.63,9.25,Neutral,Bajo,5.27,1.65,Si,Negativo
2043,34,Hombre,8.86,6.57,2.19,6.71,Buena,Alto,5.45,0.72,No,Positivo
2044,49,Hombre,1.6,3.84,0.96,3.91,Buena,Bajo,4.89,9.82,No,Negativo
2045,19,Otro,8.52,5.15,4.26,1.36,Neutral,Alto,6.4,4.01,Si,Neutral
2047,42,Otro,10.63,0.95,1.3,12.64,Mala,Bajo,6.96,8.97,Si,Positivo
2048,22,Mujer,8.07,0.95,0.45,2.78,Mala,Medio,5.72,7.66,No,Negativo
2050,28,Otro,9.47,1.65,3.61,13.53,Mala,Medio,5.48,1.52,Si,Negativo
2052,52,Otro,1.63,0.84,3.83,3.86,Neutral,Medio,7.42,2.99,No,Negativo
2053,19,Mujer,2.37,1.08,3.35,9.56,Neutral,Alto,6.22,8.17,Si,Neutral
2054,59,Hombre,11.02,5.98,0.91,13.14,Mala,Medio,6.61,9.59,Si,Positivo
2055,65,Mujer,8.61,0.49,3.89,11.78,Buena,Alto,4.91,1.92,No,Negativo
2056,63,Mujer,4.94,1.76,4.15,7.26,Buena,Bajo,5.54,0.04,No,Negativo
2057,38,Mujer,2.41,1.06,1.51,14.37,Mala,Bajo,8.45,6.55,Si,Negativo
2058,52,Mujer,6.41,3.89,1.32,4.49,Neutral,Alto,5.25,0.5,Si,Positivo
2060,27,Mujer,11.06,2.45,1.97,11.99,Excelente,Bajo,6.500054364240411,8.34,No,Positivo
2062,53,Mujer,4.17,1.66,3.81,11.47,Buena,Alto,7.91,6.63,No,Negativo
2063,43,Otro,7.64,4.18,1.67,1.03,Buena,Bajo,6.54,0.41,No,Neutral
2064,41,Hombre,7.09,1.43,2.02,6.46,Neutral,Alto,5.51,9.14,Si,Neutral
2066,58,Otro,2.38,1.12,2.5259352591682034,13.69,Excelente,Bajo,4.41,3.59,No,Neutral
2067,60,Otro,6.03,6.65,2.4,14.21,Mala,Alto,7.96,1.82,Si,Positivo
2068,27,Otro,1.38,0.06,1.6,10.55,Mala,Bajo,8.56,3.26,Si,Positivo
2069,47,Hombre,4.89,7.85,4.63,8.62,Buena,Bajo,8.28,5.74,Si,Positivo
2071,53,Otro,6.92,0.31,3.06,11.97,Mala,Medio,8.67,0.9,No,Positivo
2073,61,Hombre,11.01,0.57,4.22,3.1,Neutral,Alto,7.94,4.58,Si,Positivo
2074,18,Hombre,2.55,4.53,4.97,7.68,Mala,Alto,4.76,4.62,Si,Negativo
2076,19,Otro,10.77,7.8,2.11,8.74,Neutral,Bajo,8.37,2.79,Si,Positivo
2077,25,Otro,5.48,7.86,3.47,12.11,Neutral,Medio,6.36,6.87,No,Neutral
2079,21,Hombre,2.81,4.94,1.05,12.14,Neutral,Bajo,4.94,8.67,No,Negativo
2080,25,Otro,8.81,1.94,4.21,8.54,Buena,Bajo,8.86,3.28,Si,Negativo
2081,48,Mujer,3.97,5.34,2.13,6.47,Buena,Alto,6.12,8.78,No,Neutral
2082,29,Otro,7.91,2.46,3.33,14.1,Neutral,Medio,7.94,6.93,Si,Neutral
2083,53,Mujer,11.33,7.6,0.17,9.67,Buena,Medio,8.34,8.45,No,Negativo
2084,21,Hombre,10.51,6.8,1.93,9.45,Buena,Medio,5.44,8.32,Si,Negativo
2086,54,Hombre,6.05,2.63,1.66,8.21,Mala,Bajo,4.38,1.61,Si,Negativo
2087,18,Otro,1.53,3.971435469268686,1.12,10.48,Mala,Alto,6.56,3.26,No,Negativo
2088,65,Mujer,10.65,4.08,1.42,6.61,Excelente,Alto,5.88,6.88,No,Negativo
2089,53,Hombre,5.86,0.79,2.87,2.79,Mala,Bajo,7.64,7.17,Si,Positivo
2091,29,Mujer,9.42,5.04,1.74,8.62,Excelente,Medio,5.5,5.23,No,Positivo
2092,38,Hombre,2.89,0.94,2.79,13.11,Mala,Medio,7.49,9.87,Si,Neutral
2093,31,Mujer,6.72,7.89,3.6,13.86,Buena,Bajo,6.45,9.01,Si,Neutral
2094,42,Mujer,7.66,2.45,3.6,2.4,Neutral,Medio,5.91,5.89,Si,Neutral
2095,59,Hombre,11.37,4.65,4.17,10.4,Excelente,Bajo,5.1,5.98,Si,Positivo
2096,26,Mujer,9.77,5.12,3.02,7.36,Mala,Alto,7.57,7.18,Si,Negativo
2097,42,Mujer,7.96,1.57,1.75,3.66,Excelente,Medio,7.65,5.67,Si,Negativo
2098,25,Mujer,3.79,7.37,1.13,12.79,Buena,Alto,6.91,4.55,No,Positivo
2100,56,Mujer,3.2,4.76,1.38,10.77,Excelente,Alto,5.2,9.75,Si,Negativo
2101,29,Mujer,4.98,0.61,1.35,14.96,Buena,Medio,8.35,2.79,No,Negativo
2102,44,Hombre,9.24,4.35,1.7,13.45,Mala,Bajo,7.3,9.76,No,Positivo
2103,47,Hombre,2.2,2.04,0.96,9.91,Excelente,Bajo,7.51,4.43,Si,Positivo
2104,28,Mujer,5.47,5.04,3.21,14.52,Buena,Bajo,7.94,5.26,No,Neutral
2106,45,Mujer,5.56,5.28,2.52,3.12,Excelente,Bajo,7.79,5.005510655408122,Si,Positivo
2107,54,Mujer,7.61,2.66,3.85,4.69,Excelente,Bajo,5.69,3.31,No,Negativo
2108,32,Otro,7.83,1.2,2.38,6.54,Mala,Bajo,8.8,2.98,Si,Negativo
2109,58,Mujer,6.443269288803943,3.97,2.62,1.15,Excelente,Bajo,6.55,8.57,Si,Positivo
2110,35,Mujer,11.96,0.76,4.46,2.6,Buena,Medio,6.95,8.13,No,Neutral
2112,59,Hombre,7.88,7.79,0.77,3.71,Buena,Alto,4.43,9.0,Si,Negativo
2113,65,Hombre,10.46,3.23,2.37,7.12,Mala,Medio,8.93,2.05,Si,Neutral
2114,46,Mujer,6.95,6.17,0.54,1.36,Mala,Alto,5.03,2.67,Si,Negativo
2115,65,Otro,4.93,7.06,1.66,9.8,Neutral,Alto,8.67,1.86,Si,Positivo
2116,34,Otro,11.25,5.01,3.93,6.66,Neutral,Medio,6.45,9.7,No,Neutral
2118,35,Otro,4.05,1.48,4.13,10.06,Buena,Medio,5.94,4.82,Si,Neutral
2119,46,Mujer,9.48,1.0,4.67,4.9,Neutral,Medio,4.66,2.96,Si,Positivo
2120,63,Otro,11.83,4.74,2.5259352591682034,9.8,Neutral,Medio,8.33,4.5,Si,Negativo
2121,26,Mujer,9.84,6.65,4.64,7.98,Buena,Alto,4.79,0.44,No,Neutral
2124,20,Otro,5.53,3.64,2.4,11.1,Mala,Alto,4.16,7.05,Si,Neutral
2125,47,Otro,11.88,7.15,2.71,11.94,Neutral,Medio,5.5,7.41,No,Neutral
2126,33,Hombre,7.77,0.56,1.15,1.44,Mala,Medio,7.12,5.53,No,Negativo
2128,18,Hombre,6.74,5.97,3.71,6.5,Buena,Medio,6.21,2.19,No,Positivo
2130,41,Otro,7.53,4.86,1.08,4.31,Neutral,Alto,5.81,8.01,No,Neutral
2131,19,Hombre,2.62,3.17,2.46,9.88,Excelente,Alto,7.28,7.05,No,Negativo
2132,53,Mujer,7.82,6.09,3.28,7.16,Mala,Medio,8.84,8.91,Si,Positivo
2135,24,Mujer,10.52,0.04,4.67,3.53,Neutral,Bajo,8.0,5.32,No,Neutral
2136,60,Mujer,8.45,3.92,2.32,1.48,Buena,Alto,8.67,1.27,No,Positivo
2137,59,Mujer,9.43,0.96,2.27,12.77,Excelente,Bajo,7.27,7.58,No,Negativo
2139,46,Mujer,7.17,7.02,2.83,8.32,Neutral,Medio,5.52,2.5,Si,Negativo
2140,50,Otro,9.87,7.6,1.07,12.41,Mala,Alto,6.03,1.12,Si,Negativo
2141,45,Hombre,6.92,6.9,2.47,13.56,Excelente,Alto,4.45,1.44,No,Negativo
2142,41,Otro,8.11,6.49,4.02,11.04,Mala,Alto,8.54,4.71,Si,Positivo
2143,61,Hombre,11.12,0.13,2.13,3.67,Mala,Bajo,5.24,9.36,No,Positivo
2144,37,Mujer,5.71,2.49,2.55,2.25,Excelente,Alto,8.67,6.81,No,Negativo
