,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
1246,50,Hombre,3.52,0.07,2.46,5.26,Neutral,Bajo,6.84,2.77,Si,Positivo
1247,18,Mujer,9.78,1.07,4.68,3.29,Mala,Alto,7.93,2.34,No,Positivo
1248,45,Hombre,1.52,6.21,1.56,8.0,Excelente,Bajo,8.22,0.42,No,Neutral
1249,22,Hombre,9.21,5.04,0.2,6.57,Buena,Alto,7.94,0.58,No,Negativo
1250,49,Mujer,1.32,0.78,1.89,13.82,Neutral,Alto,5.28,5.65,No,Neutral
1251,19,Otro,7.64,6.15,2.37,11.94,Mala,Bajo,4.21,2.87,No,Positivo
1252,18,Hombre,10.03,7.54,4.78,5.79,Buena,Bajo,6.96,5.01,Si,Negativo
1253,28,Mujer,3.69,0.79,2.49,14.06,Excelente,Alto,6.03,6.49,No,Negativo
1254,33,Mujer,2.73,0.17,2.41,6.88,Neutral,Medio,5.76,2.32,No,Positivo
1255,59,Otro,3.36,3.66,1.72,12.63,Excelente,Bajo,4.55,8.67,No,Neutral
1256,43,Mujer,2.2,1.36,4.77,1.49,Neutral,Alto,7.12,9.89,No,Positivo
1257,25,Mujer,8.37,5.81,4.72,6.26,Excelente,Alto,6.17,6.54,Si,Neutral
1258,27,Hombre,6.45,7.34,3.34,7.88,Neutral,Medio,7.46,5.49,Si,Negativo
1259,18,Otro,9.19,3.23,2.59,14.77,Buena,Medio,4.25,1.35,Si,Negativo
1260,35,Mujer,11.39,4.04,1.65,6.12,Excelente,Medio,4.26,2.94,Si,Neutral
1261,44,Hombre,4.29,3.14,4.01,3.55,Excelente,Bajo,8.7,4.32,No,Positivo
1262,54,Hombre,6.84,0.94,4.42,12.46,Buena,Alto,5.01,3.2,Si,Positivo
1263,49,Otro,6.21,5.93,3.92,8.53,Neutral,Bajo,7.72,6.8,Si,Neutral
1264,20,Otro,2.39,4.2,4.63,13.68,Buena,Alto,8.52,9.13,No,Neutral
1265,22,Hombre,6.41,3.56,4.4,10.32,Neutral,Bajo,7.43,2.09,No,Neutral
1266,65,Otro,10.44,7.35,4.73,13.19,Buena,Medio,6.83,1.02,Si,Neutral
1267,33,Hombre,4.22,2.0,4.71,14.81,Neutral,Bajo,7.76,4.88,Si,Positivo
1268,21,Hombre,7.93,3.973487447461093,4.0,2.1,Neutral,Bajo,4.79,4.07,Si,Neutral
1269,54,Mujer,9.45,7.51,4.31,1.39,Mala,Medio,5.97,8.49,Si,Positivo
1270,50,Otro,8.31,6.55,2.02,13.24,Neutral,Bajo,5.34,9.79,No,Neutral
1271,65,Otro,2.8,0.49,1.54,5.52,Buena,Alto,8.41,4.55,No,Neutral
1272,53,Mujer,1.22,6.56,1.65,3.5,Buena,Alto,6.69,2.24,Si,Positivo
1273,45,Otro,3.94,2.42,3.88,12.19,Excelente,Bajo,6.67,2.43,Si,Negativo
1274,56,Hombre,1.96,7.28,0.68,3.1,Neutral,Bajo,5.13,8.9,Si,Negativo
1275,54,Mujer,10.27,5.74,0.25,1.71,Neutral,Bajo,6.82,0.96,No,Positivo
1276,20,Mujer,9.25,0.46,0.8,11.99,Mala,Bajo,6.96,6.24,Si,Positivo
1277,22,Hombre,2.29,4.39,1.38,8.95,Buena,Bajo,5.53,3.02,No,Positivo
1278,38,Otro,3.0,0.82,0.04,7.22,Excelente,Bajo,8.98,7.28,Si,Positivo
1279,39,Otro,9.21,5.5,4.04,12.96,Neutral,Medio,6.74,8.49,No,Negativo
1280,21,Mujer,2.34,7.22,0.87,6.18,Neutral,Medio,6.46,6.32,Si,Negativo
1281,38,Mujer,1.32,3.8,4.57,7.53,Buena,Bajo,6.74,2.37,No,Positivo
1282,55,Hombre,5.46,1.76,1.59,5.56,Neutral,Alto,7.57,5.55,No,Positivo
1283,58,Hombre,8.87,7.87,1.61,7.97265033666125,Buena,Medio,4.64,7.37,Si,Neutral
1284,62,Otro,1.39,0.81,0.24,10.02,Mala,Bajo,5.75,3.82,No,Positivo
1285,31,Hombre,10.61,4.12,2.3,9.33,Buena,Alto,7.47,9.62,Si,Positivo
1286,45,Hombre,2.79,5.9,0.24,1.72,Buena,Bajo,7.5,9.44,Si,Positivo
1287,33,Mujer,11.81,7.04,2.84,2.24,Neutral,Bajo,6.74,0.26,No,Negativo
1288,41,Hombre,2.41,2.58,0.5,12.78,Mala,Medio,7.18,2.61,No,Negativo
1289,27,Otro,4.05,3.66,0.92,6.63,Mala,Alto,6.52,3.24,Si,Negativo
1290,63,Otro,2.08,3.79,0.95,11.66,Neutral,Alto,4.48,1.37,No,Negativo
1291,24,Mujer,4.82,4.83,3.4,13.07,Excelente,Medio,4.6,3.64,No,Negativo
1292,54,Mujer,11.49,7.09,2.04,6.25,Neutral,Alto,4.37,1.53,No,Positivo
1293,53,Mujer,2.47,3.26,2.24,3.47,Neutral,Medio,7.36,7.76,Si,Neutral
1294,32,Hombre,4.66,2.72,3.29,11.04,Buena,Alto,5.28,3.86,Si,Negativo
1295,19,Mujer,1.62,0.77,0.47,7.17,Neutral,Bajo,8.58,7.6,No,Negativo
1296,38,Otro,10.43,1.19,4.76,6.82,Mala,Bajo,4.11,5.02,Si,Negativo
1297,23,Hombre,11.73,0.3,3.99,10.95,Buena,Bajo,5.97,0.71,No,Neutral
1298,31,Hombre,10.22,6.81,0.98,14.8,Neutral,Alto,4.84,9.4,Si,Neutral
1299,24,Hombre,4.18,4.88,1.93,13.13,Excelente,Alto,4.61,9.02,No,Neutral
1300,64,Mujer,3.49,2.94,2.5290282931354366,3.12,Buena,Bajo,6.38,7.57,Si,Positivo
1301,24,Mujer,3.35,3.64,2.51,10.84,Excelente,Bajo,8.45,2.07,Si,Positivo
1302,33,Otro,2.16,0.29,4.9,2.39,Buena,Medio,6.493213189312109,7.1,No,Positivo
1303,36,Mujer,6.74,3.93,0.2,13.83,Buena,Alto,4.61,6.02,No,Negativo
1304,25,Hombre,4.86,1.7,0.76,1.5,Neutral,Medio,6.72,5.26,No,Negativo
1305,21,Otro,2.52,3.68,0.34,9.77,Buena,Alto,5.19,9.49,Si,Neutral
1306,43,Hombre,8.6,7.66,2.39,3.9,Buena,Medio,4.23,9.32,No,Neutral
1307,62,Hombre,11.22,2.91,4.2,6.15,Excelente,Alto,4.08,0.96,No,Negativo
1308,45,Hombre,4.47,6.54,2.2,14.79,Excelente,Medio,7.71,8.11,Si,Negativo
1309,33,Otro,6.9,3.4,4.13,5.77,Neutral,Alto,6.07,8.1,Si,Negativo
1310,33,Hombre,2.93,6.52,2.97,12.59,Mala,Bajo,5.59,5.87,Si,Positivo
1311,41,Mujer,4.08,4.34,4.56,1.49,Excelente,Medio,7.77,9.46,Si,Positivo
1312,40,Hombre,11.32,1.08,2.58,1.58,Buena,Alto,5.57,5.35,Si,Neutral
1313,23,Hombre,4.63,1.15,0.34,9.12,Mala,Alto,8.39,0.05,Si,Negativo
1314,21,Mujer,5.03,5.01,2.52,5.88,Mala,Medio,4.49,5.12,No,Positivo
1315,59,Hombre,5.85,7.54,1.4,11.51,Excelente,Bajo,4.05,3.94,Si,Neutral
1316,57,Mujer,7.73,3.49,4.39,6.99,Buena,Alto,8.01,0.93,No,Positivo
1317,21,Otro,9.36,6.97,3.57,2.43,Excelente,Alto,7.54,8.45,Si,Negativo
1318,36,Mujer,5.96,5.23,1.38,13.26,Buena,Bajo,6.53,0.62,Si,Negativo
1319,36,Otro,10.54,6.17,2.5290282931354366,2.15,Buena,Alto,8.74,5.84,No,Positivo
1320,54,Otro,7.88,1.07,2.56,8.78,Mala,Alto,4.88,1.75,Si,Positivo
1321,46,Otro,8.05,2.89,2.46,6.12,Buena,Medio,8.19,6.16,No,Negativo
1322,61,Otro,3.94,4.16,2.12,7.9,Mala,Medio,7.84,2.26,Si,Negativo
1323,50,Hombre,3.82,4.71,4.01,1.57,Mala,Alto,7.93,4.74,Si,Negativo
1324,31,Hombre,10.26,6.49,2.73,4.73,Mala,Alto,6.78,0.68,Si,Positivo
1325,49,Hombre,4.92,0.35,1.42,12.13,Neutral,Bajo,7.37,9.85,No,Positivo
1326,44,Otro,5.42,0.18,4.19,12.88,Mala,Medio,5.17,5.004031782065835,Si,Neutral
1327,25,Mujer,3.76,4.12,0.23,5.63,Mala,Bajo,5.22,6.6,No,Positivo
1328,65,Mujer,4.68,3.08,3.45,13.74,Buena,Bajo,8.5,0.45,No,Positivo
1329,47,Otro,4.67,1.99,3.47,14.04,Excelente,Bajo,5.86,0.74,Si,Neutral
1330,58,Mujer,5.96,6.21,0.71,2.94,Mala,Alto,4.35,6.87,Si,Neutral
1331,42,Hombre,6.66,7.36,1.39,6.47,Buena,Alto,4.3,4.76,No,Negativo
1332,42,Mujer,3.26,2.45,1.63,8.1,Mala,Bajo,8.84,0.14,No,Positivo
1333,29,Otro,1.76,2.59,4.69,14.93,Excelente,Bajo,6.8,8.19,Si,Neutral
1334,63,Otro,3.06,1.31,3.03,6.73,Neutral,Bajo,8.25,0.03,Si,Positivo
1335,34,Hombre,6.41,4.23,2.41,3.02,Excelente,Medio,7.16,5.8,No,Positivo
1336,62,Hombre,11.0,7.26,4.06,2.47,Excelente,Alto,7.18,9.93,Si,Neutral
1337,39,Hombre,3.97,7.22,0.93,5.47,Mala,Alto,7.58,6.77,No,Positivo
1338,32,Otro,11.73,1.09,1.14,6.84,Neutral,Bajo,4.07,2.25,No,Neutral
1339,43,Mujer,2.63,2.04,4.33,14.64,Buena,Alto,4.96,6.74,Si,Positivo
1340,38,Mujer,6.73,1.03,0.19,7.15,Neutral,Medio,6.493213189312109,8.61,No,Positivo
1341,51,Mujer,3.63,7.48,1.93,9.16,Mala,Medio,4.05,8.99,No,Positivo
1342,19,Hombre,7.22,4.92,0.02,2.17,Neutral,Alto,4.97,6.3,Si,Positivo
1343,34,Mujer,11.3,5.15,1.43,4.36,Mala,Medio,6.91,5.95,Si,Neutral
1344,38,Otro,5.5,1.49,4.19,1.07,Mala,Medio,7.11,8.7,No,Negativo
1345,62,Hombre,2.14,3.4,2.14,5.36,Neutral,Bajo,6.4,0.95,Si,Negativo
1346,38,Otro,8.72,3.53,3.45,14.3,Mala,Alto,7.37,2.18,Si,Positivo
1347,58,Hombre,9.98,3.973487447461093,1.08,13.34,Excelente,Medio,5.66,9.33,Si,Neutral
1348,40,Mujer,9.87,3.973487447461093,1.5,14.14,Mala,Alto,6.46,6.41,Si,Positivo
1349,32,Otro,1.02,2.15,2.21,9.67,Excelente,Alto,4.55,6.87,No,Neutral
1350,56,Hombre,11.04,4.49,4.09,5.2,Buena,Alto,4.72,4.31,Si,Negativo
1351,55,Otro,6.11,6.69,1.15,14.11,Neutral,Alto,7.1,6.54,No,Neutral
1352,51,Hombre,4.67,0.76,2.49,7.97265033666125,Mala,Bajo,4.76,2.62,No,Negativo
1353,21,Mujer,10.04,7.73,4.29,13.34,Neutral,Bajo,8.72,0.98,No,Positivo
1354,31,Otro,2.77,1.77,1.46,14.39,Neutral,Alto,6.09,6.81,Si,Neutral
1355,23,Hombre,1.23,1.56,3.03,6.37,Neutral,Alto,8.84,5.85,No,Negativo
1356,32,Hombre,3.56,3.87,0.05,10.76,Neutral,Medio,7.24,4.49,Si,Negativo
1357,46,Otro,8.58,0.65,3.87,11.25,Excelente,Bajo,4.16,9.96,No,Neutral
1358,64,Hombre,4.62,0.91,3.34,11.52,Buena,Alto,8.52,3.24,Si,Negativo
1359,20,Hombre,6.88,3.1,4.52,9.77,Excelente,Alto,5.32,0.92,Si,Negativo
1360,22,Otro,8.39,4.02,1.62,5.79,Excelente,Bajo,8.27,5.06,No,Negativo
1361,56,Hombre,6.87,6.3,0.65,11.02,Mala,Bajo,6.0,2.68,No,Positivo
1362,20,Mujer,1.94,7.07,4.63,11.58,Neutral,Medio,7.78,6.3,No,Positivo
1363,55,Hombre,11.58,3.22,3.57,13.77,Mala,Medio,8.42,2.32,No,Positivo
1364,62,Hombre,4.62,7.27,3.94,5.67,Mala,Alto,7.13,8.55,Si,Positivo
1365,34,Mujer,11.99,5.53,2.47,6.07,Buena,Alto,8.78,1.42,Si,Positivo
1366,23,Mujer,8.04,2.63,3.42,5.21,Neutral,Alto,8.32,4.69,Si,Positivo
1367,55,Otro,11.85,7.92,2.54,7.56,Neutral,Medio,8.93,3.86,No,Negativo
1368,26,Otro,10.32,7.21,4.16,13.37,Buena,Medio,4.48,5.83,No,Positivo
1369,41,Otro,1.94,1.61,1.88,2.0,Excelente,Bajo,5.92,4.47,Si,Neutral
1370,62,Otro,6.444081563103487,6.76,0.79,10.45,Excelente,Alto,6.493213189312109,3.65,No,Positivo
1371,34,Mujer,7.53,4.46,0.38,14.26,Excelente,Medio,5.42,5.61,No,Negativo
1372,59,Mujer,4.84,1.77,1.54,3.77,Excelente,Bajo,5.73,3.08,No,Positivo
1373,51,Otro,4.53,5.62,2.56,14.55,Neutral,Alto,7.47,1.97,No,Neutral
1374,18,Mujer,6.43,5.8,4.57,11.1,Buena,Medio,8.63,8.48,No,Neutral
1375,24,Otro,1.3,3.96,4.7,4.96,Excelente,Alto,6.5,1.81,No,Negativo
1376,59,Hombre,1.59,3.78,2.04,1.66,Mala,Bajo,7.3,0.7,Si,Neutral
1377,32,Hombre,8.6,2.89,0.59,12.55,Excelente,Medio,4.35,7.97,Si,Positivo
1378,32,Mujer,6.08,1.5,4.94,7.97265033666125,Mala,Medio,5.45,9.86,Si,Neutral
1379,30,Hombre,10.46,5.66,1.23,4.74,Excelente,Alto,5.61,0.63,No,Neutral
1380,28,Hombre,4.47,2.32,2.98,3.05,Buena,Alto,8.17,7.96,Si,Neutral
1381,34,Mujer,6.37,6.03,4.74,14.54,Buena,Medio,8.55,4.05,Si,Negativo
1382,22,Otro,4.74,0.14,2.13,13.93,Excelente,Bajo,4.31,2.99,Si,Neutral
1383,42,Hombre,10.54,6.37,0.88,2.38,Excelente,Alto,4.68,3.67,No,Positivo
1384,52,Mujer,1.25,3.5,1.77,12.08,Excelente,Bajo,5.14,7.06,Si,Neutral
1385,23,Otro,8.72,2.19,1.64,2.78,Neutral,Bajo,4.04,7.87,No,Negativo
1386,55,Mujer,6.65,6.55,4.19,7.97265033666125,Neutral,Alto,6.62,6.26,No,Positivo
1387,64,Mujer,1.38,3.09,0.7,14.59,Mala,Bajo,8.09,2.32,No,Negativo
1388,58,Otro,6.12,6.87,1.07,9.37,Neutral,Alto,4.74,0.52,Si,Negativo
1389,48,Otro,9.53,1.48,0.38,9.11,Mala,Bajo,8.01,6.85,No,Positivo
1390,64,Otro,3.79,4.12,1.17,3.59,Mala,Alto,5.94,5.48,No,Positivo
1391,54,Otro,6.51,3.39,4.16,13.57,Excelente,Medio,8.08,5.35,Si,Negativo
1392,42,Hombre,4.85,6.76,4.68,1.37,Excelente,Alto,7.26,8.17,No,Negativo
1393,61,Mujer,9.67,7.83,3.97,7.97265033666125,Neutral,Alto,7.84,9.55,Si,Positivo
1394,37,Hombre,4.16,6.93,0.31,7.48,Excelente,Alto,4.58,8.57,No,Negativo
1395,52,Otro,3.61,3.98,3.91,9.55,Mala,Alto,6.15,2.28,No,Positivo
1396,31,Mujer,6.43,2.09,1.55,6.81,Excelente,Alto,7.9,3.02,Si,Negativo
1397,59,Otro,2.97,1.36,1.7,7.42,Excelente,Alto,6.87,6.18,No,Positivo
1398,35,Mujer,3.08,5.91,0.33,8.28,Neutral,Medio,5.86,3.46,No,Negativo
1399,60,Hombre,11.39,1.67,3.03,6.25,Neutral,Alto,5.1,9.63,Si,Neutral
1400,55,Mujer,7.65,3.35,2.36,10.73,Excelente,Alto,7.86,2.15,Si,Neutral
1401,44,Otro,10.46,4.76,0.44,3.93,Buena,Medio,7.9,5.58,Si,Neutral
1402,52,Mujer,9.77,7.01,4.23,14.07,Buena,Alto,4.82,4.33,No,Positivo
1403,52,Otro,2.15,1.83,1.38,12.82,Excelente,Medio,5.29,1.03,Si,Neutral
1404,60,Hombre,2.99,6.14,3.84,14.17,Buena,Medio,4.67,3.6,No,Neutral
1405,65,Hombre,5.92,4.38,2.17,3.73,Neutral,Bajo,6.3,7.44,Si,Negativo
1406,35,Hombre,5.11,2.86,3.88,1.84,Excelente,Alto,5.59,3.76,No,Neutral
1407,47,Mujer,5.05,2.01,1.83,7.02,Buena,Bajo,4.08,1.96,Si,Negativo
1408,43,Hombre,7.47,1.19,1.76,10.54,Mala,Medio,8.14,9.74,No,Neutral
1409,24,Mujer,4.94,2.72,0.38,9.96,Buena,Medio,5.2,3.09,Si,Negativo
1410,30,Hombre,1.72,5.5,0.4,4.65,Excelente,Alto,4.35,5.66,No,Positivo
1411,36,Otro,10.62,7.37,0.89,5.98,Buena,Medio,8.03,0.31,No,Positivo
1412,39,Otro,2.48,0.59,1.95,9.98,Buena,Medio,4.84,8.25,No,Positivo
1413,48,Mujer,1.08,3.0,4.2,2.83,Mala,Medio,4.42,3.99,Si,Negativo
1414,61,Hombre,8.05,6.04,4.59,10.42,Neutral,Medio,6.493213189312109,3.98,No,Positivo
1415,40,Hombre,9.05,4.81,0.1,1.08,Buena,Alto,4.78,6.76,Si,Neutral
1416,58,Hombre,7.57,3.91,0.21,3.8,Mala,Bajo,4.38,6.58,No,Positivo
1417,24,Otro,7.58,6.81,0.26,4.37,Buena,Alto,6.85,8.73,Si,Neutral
1418,63,Hombre,7.43,7.99,3.98,2.97,Neutral,Bajo,4.98,8.79,No,Positivo
1419,65,Mujer,10.65,1.3,3.18,9.39,Buena,Bajo,4.02,2.05,Si,Positivo
1420,56,Otro,2.2,6.22,1.0,10.84,Buena,Medio,4.05,5.72,Si,Neutral
1421,35,Otro,7.79,2.42,4.72,11.26,Excelente,Alto,8.07,9.09,Si,Negativo
1422,63,Hombre,4.54,3.86,1.99,5.15,Neutral,Medio,8.06,4.09,Si,Negativo
1423,43,Otro,5.82,4.56,4.6,14.55,Mala,Bajo,4.24,7.56,Si,Negativo
1424,40,Mujer,10.19,5.69,0.46,1.15,Neutral,Bajo,4.56,0.89,No,Positivo
1425,35,Hombre,8.51,3.26,1.59,8.14,Neutral,Bajo,8.32,2.24,No,Neutral
1426,46,Otro,8.54,7.66,3.11,7.87,Excelente,Alto,6.93,6.67,Si,Positivo
1427,20,Hombre,1.53,3.96,3.56,10.63,Buena,Bajo,6.66,9.4,No,Positivo
1428,39,Otro,4.53,0.67,2.23,13.37,Neutral,Bajo,7.48,9.55,Si,Neutral
1429,41,Hombre,10.91,2.75,1.37,4.22,Mala,Alto,7.24,0.65,Si,Neutral
1430,47,Mujer,6.22,6.96,3.45,3.26,Neutral,Medio,8.37,6.08,No,Neutral
1431,38,Otro,9.95,2.69,4.49,5.1,Mala,Bajo,5.61,9.37,Si,Negativo
1432,48,Otro,8.91,3.38,4.63,7.62,Mala,Alto,5.93,9.11,No,Negativo
1433,27,Otro,3.6,1.31,0.32,6.44,Buena,Alto,8.06,9.74,Si,Negativo
1434,58,Otro,4.34,2.88,2.5290282931354366,10.75,Excelente,Medio,6.08,4.28,Si,Positivo
1435,54,Mujer,3.2,6.98,1.67,5.69,Neutral,Bajo,8.99,9.13,No,Neutral
1436,44,Otro,3.02,3.43,0.65,14.51,Neutral,Bajo,8.42,5.92,Si,Negativo
1437,21,Mujer,4.0,3.65,1.24,14.83,Buena,Bajo,8.53,4.35,No,Neutral
1438,45,Mujer,3.16,6.76,1.16,7.26,Neutral,Medio,8.73,2.36,Si,Neutral
1439,20,Otro,11.81,7.54,2.56,10.97,Neutral,Medio,8.48,1.18,No,Positivo
1440,53,Otro,7.12,7.32,4.19,4.45,Excelente,Medio,6.2,0.58,Si,Negativo
1441,42,Otro,1.05,4.51,3.75,11.67,Buena,Bajo,6.75,1.62,No,Neutral
1442,43,Otro,4.24,6.99,3.74,1.48,Excelente,Alto,8.88,9.81,Si,Positivo
1443,39,Otro,3.64,2.58,3.17,13.7,Buena,Medio,4.43,4.47,Si,Neutral
1444,26,Mujer,10.46,5.32,3.24,11.79,Excelente,Bajo,4.46,1.84,Si,Positivo
1445,22,Mujer,5.28,2.67,1.9,3.42,Buena,Alto,8.01,4.67,Si,Neutral
1446,60,Mujer,9.5,5.69,3.4,7.32,Buena,Medio,7.88,3.65,Si,Positivo
1447,55,Otro,4.99,3.973487447461093,3.07,8.05,Neutral,Alto,5.43,6.71,Si,Positivo
1448,50,Otro,10.66,2.43,3.61,2.39,Buena,Medio,5.83,3.7,Si,Positivo
1449,65,Mujer,8.75,0.78,1.51,13.52,Excelente,Medio,7.48,7.51,No,Positivo
1450,34,Mujer,5.96,4.17,0.03,12.18,Mala,Alto,8.82,5.55,No,Neutral
1451,37,Otro,3.97,3.19,4.85,2.5,Neutral,Bajo,8.98,5.34,Si,Positivo
1452,46,Otro,10.17,6.52,4.42,6.07,Mala,Alto,8.34,3.0,No,Positivo
1453,35,Mujer,10.27,2.05,4.13,7.97265033666125,Mala,Medio,8.13,4.89,Si,Neutral
1454,51,Hombre,11.17,1.94,2.7,10.74,Buena,Bajo,5.81,3.47,No,Positivo
1455,35,Hombre,9.82,2.04,2.5290282931354366,5.53,Excelente,Medio,6.67,5.09,Si,Negativo
1456,59,Otro,8.3,6.6,2.42,6.95,Mala,Bajo,7.81,3.89,No,Positivo
1457,61,Hombre,2.58,6.2,3.54,13.33,Buena,Bajo,7.15,7.46,No,Neutral
1458,56,Hombre,10.42,5.9,2.03,8.46,Buena,Bajo,5.21,6.98,Si,Positivo
1459,20,Otro,7.06,5.06,1.89,6.94,Mala,Bajo,6.03,7.34,No,Negativo
1460,28,Hombre,10.01,0.49,4.79,2.04,Excelente,Bajo,8.21,9.75,No,Negativo
1461,28,Otro,10.45,3.2,0.64,6.53,Neutral,Alto,4.14,6.35,Si,Positivo
1462,25,Otro,7.76,3.94,2.76,11.05,Excelente,Bajo,8.88,3.0,No,Negativo
1463,52,Hombre,7.76,7.24,2.44,7.97265033666125,Neutral,Alto,8.88,6.57,Si,Neutral
1464,24,Hombre,3.37,6.34,0.38,8.6,Neutral,Medio,6.09,4.08,Si,Neutral
1465,30,Hombre,5.56,0.36,1.99,1.85,Buena,Bajo,7.78,8.1,Si,Neutral
1466,24,Hombre,4.29,0.71,0.66,1.29,Buena,Alto,6.493213189312109,3.62,No,Positivo
1467,32,Otro,11.61,2.89,4.29,9.68,Excelente,Alto,8.71,3.93,No,Negativo
1468,21,Mujer,9.26,2.24,0.78,6.11,Neutral,Bajo,4.57,9.64,Si,Neutral
1469,24,Otro,11.19,3.17,4.49,11.61,Mala,Medio,5.37,6.78,No,Neutral
1470,40,Mujer,9.77,6.25,4.39,8.13,Excelente,Bajo,5.96,5.09,No,Neutral
1471,64,Hombre,9.03,4.92,4.39,1.75,Neutral,Medio,8.74,5.55,No,Neutral
1472,34,Otro,1.48,7.34,2.52,7.08,Neutral,Bajo,5.75,5.47,Si,Neutral
1473,46,Hombre,4.35,5.39,4.27,4.67,Excelente,Alto,6.7,1.1,Si,Neutral
1474,36,Otro,9.71,0.27,1.21,14.07,Excelente,Medio,6.76,2.79,Si,Positivo
1475,38,Hombre,7.35,5.52,2.55,7.97265033666125,Buena,Medio,7.22,3.2,No,Positivo
1476,34,Otro,3.15,2.94,4.76,6.97,Excelente,Medio,4.68,7.58,No,Positivo
1477,28,Otro,8.47,2.03,4.61,11.4,Buena,Medio,6.02,8.23,Si,Positivo
1478,58,Otro,11.11,6.91,3.45,6.7,Excelente,Medio,8.16,8.59,Si,Negativo
1479,57,Hombre,1.66,2.55,0.19,10.88,Excelente,Alto,7.17,7.69,Si,Neutral
1480,36,Hombre,4.31,5.63,4.61,10.45,Excelente,Alto,5.92,1.95,No,Positivo
1481,56,Hombre,7.94,4.32,0.84,11.17,Neutral,Alto,8.63,7.94,Si,Positivo
1482,61,Mujer,2.76,4.11,3.07,6.44,Mala,Medio,6.94,3.13,Si,Negativo
1483,43,Otro,4.02,3.37,1.1,14.73,Excelente,Bajo,7.03,7.99,Si,Positivo
1484,60,Hombre,3.2,7.73,2.5290282931354366,3.52,Buena,Alto,7.36,7.74,No,Neutral
1485,44,Otro,2.2,3.07,1.56,6.68,Neutral,Medio,8.96,0.3,Si,Neutral
1486,48,Otro,1.97,1.28,4.02,14.66,Excelente,Alto,6.68,3.25,No,Neutral
1487,26,Hombre,6.7,0.73,0.57,4.04,Buena,Medio,4.3,6.93,Si,Positivo
1488,54,Hombre,5.91,3.77,2.16,6.5,Buena,Alto,5.01,4.16,Si,Negativo
1489,20,Hombre,1.42,3.06,0.85,7.97265033666125,Excelente,Alto,8.16,8.73,No,Neutral
1490,30,Otro,1.49,1.13,3.03,13.39,Excelente,Alto,7.28,6.1,No,Positivo
1491,18,Hombre,7.69,5.16,1.56,1.15,Mala,Medio,4.17,5.77,No,Negativo
1492,24,Mujer,10.88,0.01,2.45,10.33,Mala,Bajo,5.85,4.7,No,Positivo
1493,63,Hombre,11.21,0.6,3.36,2.57,Excelente,Bajo,7.7,0.54,No,Neutral
1494,49,Otro,7.18,1.51,0.23,12.72,Excelente,Alto,7.21,7.67,No,Negativo
1495,57,Mujer,2.28,7.44,4.8,4.56,Excelente,Bajo,5.9,4.26,Si,Positivo
1496,45,Hombre,3.77,0.97,3.23,8.85,Buena,Medio,5.7,5.13,Si,Positivo
1497,21,Mujer,4.15,3.24,3.57,4.41,Buena,Bajo,8.81,6.59,No,Positivo
1498,64,Otro,8.29,1.04,4.18,3.43,Excelente,Medio,5.77,2.16,No,Negativo
1499,55,Mujer,6.42,5.1,2.17,10.08,Buena,Medio,4.6,9.89,Si,Negativo
1500,26,Mujer,9.72,6.49,2.15,7.32,Neutral,Bajo,4.58,3.04,Si,Positivo
1501,43,Mujer,2.29,3.61,0.8,10.2,Mala,Alto,8.98,9.0,Si,Negativo
1502,40,Hombre,6.2,2.62,2.29,4.16,Mala,Alto,6.493213189312109,4.72,No,Neutral
1503,43,Otro,2.61,1.57,1.21,6.09,Buena,Medio,4.71,1.13,No,Negativo
1504,35,Hombre,6.46,1.55,4.63,7.05,Excelente,Alto,4.94,0.34,No,Negativo
1505,43,Hombre,7.94,6.83,0.09,3.77,Mala,Medio,4.95,2.85,No,Negativo
1506,62,Hombre,11.89,0.55,2.22,5.53,Neutral,Medio,6.69,5.95,Si,Neutral
1507,52,Mujer,6.24,3.34,2.36,4.32,Excelente,Medio,4.18,5.58,No,Neutral
1508,56,Otro,10.72,2.7,0.19,11.17,Buena,Medio,5.01,3.08,Si,Negativo
1509,50,Hombre,1.66,3.01,3.51,11.92,Mala,Bajo,6.59,1.83,No,Positivo
1510,65,Hombre,10.01,3.86,0.05,7.28,Buena,Medio,5.33,0.36,Si,Positivo
1511,55,Hombre,6.81,5.39,0.15,8.32,Neutral,Medio,5.79,5.74,No,Positivo
1512,54,Hombre,1.5,2.67,4.34,4.7,Neutral,Alto,5.69,2.29,No,Neutral
1513,62,Mujer,5.72,5.79,4.89,4.41,Excelente,Medio,7.9,2.05,No,Neutral
1514,53,Otro,4.97,2.84,3.18,6.45,Excelente,Bajo,4.42,7.45,No,Neutral
1515,43,Otro,11.17,4.14,0.1,5.09,Neutral,Alto,5.14,7.36,No,Negativo
1516,24,Mujer,5.1,2.84,2.5290282931354366,3.45,Excelente,Medio,6.07,6.56,No,Positivo
1517,28,Otro,8.49,4.75,3.05,4.38,Neutral,Bajo,4.67,3.5,Si,Neutral
1518,48,Otro,4.09,2.58,4.78,12.88,Neutral,Medio,5.89,5.19,No,Positivo
1519,37,Mujer,7.11,0.75,3.55,8.23,Excelente,Alto,5.06,5.06,Si,Positivo
