User_ID,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
USER-02378,41.0,Other,7.54,1.06,,13.72,Poor,Low,,6.47,Yes,Neutral,
USER-02379,31.0,Female,11.64,6.87,4.36,7.56,Poor,High,5.55,7.2,Yes,Neutral,
USER-02380,46.0,Female,9.51,7.57,4.82,8.56,Excellent,Low,invalid,7.68,Yes,Negative,
USER-02381,62.0,Other,2.6,1.59,4.75,11.42,Poor,High,8.7,9.04,Yes,Positive,
USER-02382,20.0,Other,8.48,0.98,1.14,14.79,Fair,High,7.25,1.7,,Positive,
USER-02383,45.0,Male,3.19,4.98,0.01,3.19,Good,High,5.0,6.4,Yes,Neutral,
USER-02384,35.0,Other,2.88,2.89,0.38,1.6,Fair,Low,8.28,9.81,Yes,Negative,
USER-02385,28.0,Female,2.56,6.66,3.7,2.06,Excellent,Low,4.75,3.08,Yes,Neutral,
USER-02386,35.0,Female,8.05,6.37,0.88,7.5,Poor,Medium,6.96,5.87,Yes,Neutral,
USER-02387,51.0,Other,9.28,3.11,2.5,12.54,Excellent,Low,8.49,7.78,Yes,Negative,
USER-02388,,Other,8.48,5.27,3.23,5.64,Excellent,Medium,8.75,1.3,Yes,Negative,
USER-02389,58.0,Female,1.86,4.01,2.64,12.56,Good,Low,6.86,3.74,No,Neutral,
USER-02390,26.0,Male,1.91,3.67,4.43,11.63,Excellent,Low,8.67,8.84,Yes,Positive,
USER-02391,62.0,Other,invalid,4.78,3.96,9.44,Good,High,4.88,,No,Positive,
USER-02392,48.0,Male,5.25,5.68,4.91,2.04,Poor,Low,7.16,9.81,No,Neutral,
USER-02393,31.0,Female,3.51,0.45,1.37,14.77,Excellent,High,5.73,8.9,No,Negative,
USER-02394,51.0,Male,1.52,3.37,1.75,9.92,Good,invalid,6.09,7.29,No,Positive,
USER-02395,23.0,Other,9.52,1.28,4.5,8.36,Excellent,Low,4.17,1.62,No,Negative,
USER-02396,18.0,Male,3.85,7.53,4.82,3.71,Fair,Medium,8.76,2.36,invalid,Neutral,
USER-02397,,Other,7.84,1.44,2.24,11.72,Excellent,Low,6.54,1.6,Yes,Positive,
USER-02398,47.0,Other,8.13,7.3,3.2,7.78,Fair,Low,5.16,6.3,Yes,Negative,
USER-02399,57.0,Female,7.28,1.41,1.06,9.0,Good,Low,5.85,3.25,No,Negative,
USER-02400,37.0,Female,11.67,5.39,2.16,12.79,invalid,High,5.64,5.63,Yes,Negative,
USER-02401,34.0,Male,6.53,2.69,4.52,10.01,Excellent,Medium,7.01,9.87,No,Neutral,
USER-02402,27.0,Female,7.08,3.72,4.22,7.66,Excellent,Medium,5.74,2.75,Yes,Negative,
USER-02403,46.0,Other,2.53,6.22,2.91,9.36,Excellent,High,8.47,0.72,No,Negative,
USER-02404,60.0,Other,3.61,invalid,2.71,5.52,Excellent,High,7.3,1.52,Yes,Negative,
USER-02405,24.0,Male,5.96,7.65,4.44,7.28,Good,Low,5.24,6.51,No,Neutral,
USER-02406,,Male,10.71,7.0,3.94,12.98,invalid,High,8.63,9.01,Yes,Negative,
USER-02407,24.0,Male,11.07,7.25,1.85,2.07,Excellent,High,4.75,6.64,Yes,Neutral,
USER-02408,43.0,Other,4.14,3.92,1.73,9.93,Fair,invalid,8.8,6.67,invalid,Neutral,
USER-02409,39.0,Male,4.36,1.74,1.1,2.02,Excellent,Low,7.64,3.52,No,Neutral,
USER-02410,19.0,Other,8.74,0.89,4.33,8.09,Good,Medium,7.25,7.54,No,Negative,
USER-02411,61.0,Female,11.72,6.29,0.01,6.43,Fair,High,5.86,3.73,Yes,Negative,
USER-02412,27.0,,8.41,4.69,0.11,7.6,Excellent,High,8.55,6.04,No,Positive,
USER-02413,63.0,Female,7.72,2.88,0.71,13.73,Fair,Medium,6.84,2.51,No,Negative,
USER-02414,41.0,Male,7.59,2.4,0.37,4.9,Poor,Low,4.54,9.93,Yes,Negative,
USER-02415,42.0,Other,11.86,2.39,2.58,3.98,Poor,Low,8.5,5.99,Yes,Neutral,
USER-02416,21.0,Female,2.57,2.17,0.3,7.34,Good,Low,5.35,invalid,Yes,Positive,
USER-02417,32.0,Female,5.17,6.5,1.22,9.4,Good,High,6.66,0.89,Yes,Neutral,
USER-02418,26.0,Male,11.68,7.97,3.49,8.86,Good,High,6.66,3.95,No,Positive,
USER-02419,55.0,Male,1.23,7.81,1.04,9.78,Fair,Low,6.67,1.1,No,Positive,
USER-02420,27.0,Male,2.1,2.27,3.4,5.48,Good,Low,8.02,9.2,No,Neutral,
USER-02421,26.0,Female,4.38,2.79,4.19,3.66,Good,Medium,6.12,6.54,No,Positive,
USER-02422,59.0,Female,1.56,3.56,0.28,9.92,Fair,High,4.65,8.49,invalid,Positive,
USER-02423,25.0,Female,2.93,0.25,4.09,2.65,Fair,Low,5.3,5.15,No,Neutral,
USER-02424,50.0,Female,2.66,7.15,1.98,2.64,Excellent,Low,4.76,9.96,Yes,Neutral,
USER-02425,45.0,Other,5.65,1.2,2.82,6.22,Excellent,Medium,5.8,9.54,Yes,Negative,
USER-02426,52.0,Male,2.3,1.95,1.99,8.69,Poor,Low,5.16,8.87,No,Neutral,
USER-02427,18.0,,5.72,1.15,3.34,14.43,Poor,High,6.59,2.47,No,Positive,
USER-02428,36.0,Other,5.57,2.04,1.36,13.09,Excellent,Medium,5.24,7.97,Yes,Negative,
USER-02429,56.0,Female,9.5,4.2,0.94,,Good,Low,6.43,6.79,Yes,Positive,
USER-02430,19.0,Other,3.47,4.57,4.79,,Excellent,Low,5.43,9.01,No,Positive,
USER-02431,62.0,Female,4.75,0.59,3.33,9.61,Poor,Medium,5.54,0.16,No,Negative,
USER-02432,44.0,Female,10.76,2.67,,5.84,Excellent,High,6.02,2.96,Yes,Neutral,
USER-02433,24.0,Female,4.38,4.77,1.52,8.76,Good,Medium,6.96,6.37,Yes,Negative,
USER-02434,31.0,Male,7.61,1.75,,,Poor,Low,6.57,4.29,Yes,Positive,
USER-02435,35.0,Male,5.94,1.49,0.87,3.63,Fair,Low,8.36,8.21,Yes,Positive,
USER-02436,64.0,Male,3.8,1.26,4.99,2.71,Poor,Medium,7.43,6.3,Yes,Negative,
USER-02437,35.0,Other,5.0,6.31,2.82,1.34,Excellent,Medium,8.82,1.73,No,Positive,
USER-02438,30.0,Female,9.25,4.78,0.45,14.02,invalid,Low,4.43,1.74,Yes,Neutral,
USER-02439,29.0,Other,6.37,6.35,1.19,6.73,Excellent,Medium,5.61,6.67,Yes,Neutral,
USER-02440,21.0,Other,7.34,3.01,2.51,6.68,Good,High,5.66,8.94,Yes,Neutral,
USER-02441,26.0,Female,10.38,4.34,,13.01,Good,High,8.39,5.22,Yes,Negative,
USER-02442,41.0,Female,9.91,4.7,4.83,1.37,Fair,Medium,5.44,2.88,Yes,Neutral,
USER-02443,44.0,Female,6.18,2.87,2.4,8.66,Good,High,5.36,7.9,Yes,Positive,
USER-02444,40.0,Other,8.82,4.58,2.01,6.06,Excellent,Medium,4.75,0.33,No,Negative,
USER-02445,37.0,Male,3.78,0.64,2.37,4.21,Good,Medium,5.5,9.19,Yes,Neutral,
USER-02446,32.0,Male,2.31,2.99,2.62,5.88,Excellent,Medium,7.38,2.69,Yes,Positive,
USER-02447,27.0,Other,7.6,0.45,0.44,11.11,Good,Medium,5.66,2.21,No,Neutral,
USER-02448,39.0,Female,7.22,2.45,0.3,3.35,Poor,High,4.79,4.25,Yes,Negative,
USER-02449,33.0,Male,9.72,4.14,0.92,12.74,Poor,Low,6.85,0.53,No,,
USER-02450,57.0,Male,4.97,3.36,2.02,3.14,Poor,High,4.59,3.18,Yes,Neutral,
USER-02451,21.0,Female,9.76,6.24,2.84,12.45,Good,Low,8.64,1.43,No,Neutral,
USER-02452,59.0,Male,10.42,7.04,2.59,13.17,Excellent,Low,8.47,0.86,No,Neutral,
USER-02453,58.0,Male,10.49,0.15,4.33,6.79,Excellent,Low,6.0,4.14,No,Positive,
USER-02454,44.0,Other,2.53,4.08,2.49,13.78,Fair,Low,8.48,0.29,Yes,Neutral,
USER-02455,55.0,Male,9.53,0.59,4.7,4.42,Fair,Low,6.46,7.02,No,Positive,
USER-02456,26.0,Male,7.8,7.0,0.22,5.45,Excellent,Low,7.91,invalid,No,Negative,
invalid,30.0,Other,7.91,2.01,0.83,12.53,Poor,Low,5.19,2.92,Yes,Positive,
USER-02458,63.0,Male,4.57,3.48,0.5,8.51,invalid,Low,6.31,8.16,Yes,Negative,
USER-02459,54.0,Female,2.87,2.27,3.86,4.11,Good,Low,5.44,3.88,No,Neutral,
USER-02460,31.0,Male,2.95,6.22,2.59,9.64,Fair,High,5.74,3.56,Yes,Positive,
USER-02461,62.0,Male,,4.34,4.36,13.2,Excellent,Medium,4.01,7.76,No,Negative,
USER-02462,51.0,Male,8.88,,0.12,4.73,Good,High,5.62,5.18,No,Positive,
USER-02463,41.0,Male,11.03,3.54,1.72,,Poor,Low,6.32,1.41,No,Negative,
USER-02464,24.0,Male,,5.21,4.56,7.46,Excellent,Low,7.5,0.89,No,Neutral,
USER-02465,57.0,Male,10.9,3.37,3.8,7.01,Poor,Medium,6.16,7.51,No,Negative,
USER-02466,35.0,Other,3.02,7.78,4.46,8.79,Excellent,Low,5.67,6.17,Yes,Positive,
USER-02467,43.0,Male,1.36,1.08,3.01,,Poor,Low,4.15,4.0,Yes,Negative,
USER-02468,42.0,Male,2.44,7.09,2.31,12.19,Poor,Low,7.96,2.68,No,Negative,
USER-02469,30.0,Male,11.65,1.75,0.82,12.18,Poor,Low,7.1,3.59,Yes,Negative,
USER-02470,28.0,Male,5.45,4.88,0.57,13.45,Good,High,5.0,3.35,No,Neutral,
USER-02471,48.0,Male,4.76,7.84,2.94,1.17,Fair,Low,,9.64,Yes,Neutral,
USER-02472,45.0,Other,9.15,6.31,1.63,5.5,Excellent,Medium,6.56,8.1,Yes,Positive,
USER-02473,59.0,Male,7.41,5.12,0.15,3.99,Fair,Medium,8.88,4.76,No,Positive,
USER-02474,65.0,Female,2.56,2.68,1.52,5.03,Poor,Medium,8.87,6.81,Yes,Negative,
USER-02475,38.0,Male,3.64,5.21,2.59,1.53,Fair,Medium,8.93,1.84,No,Neutral,
USER-02476,54.0,Other,2.75,2.38,2.05,5.29,Poor,Medium,5.86,2.04,No,Positive,
USER-02477,22.0,Male,5.82,6.59,1.26,13.79,Poor,Low,7.22,7.29,Yes,Neutral,
USER-02478,41.0,Male,4.51,2.2,0.95,14.11,Excellent,Medium,6.17,8.94,Yes,Positive,
USER-02479,invalid,Female,10.19,0.21,,9.47,Poor,Low,4.39,3.71,No,Neutral,
USER-02480,32.0,invalid,3.28,6.02,2.21,8.22,Excellent,High,8.1,7.63,Yes,Negative,
USER-02481,27.0,Other,4.79,2.42,4.32,1.57,Fair,Medium,7.93,9.86,No,Neutral,
USER-02482,62.0,Male,4.01,7.84,1.89,3.44,Poor,Low,invalid,2.41,No,Neutral,
USER-02483,59.0,Male,7.78,3.81,2.41,5.42,Good,Medium,7.6,9.93,No,Positive,
USER-02484,37.0,Other,1.87,3.74,2.32,11.62,Excellent,Low,4.13,4.84,No,Positive,
USER-02485,26.0,Male,6.28,2.1,3.31,8.47,Fair,Low,8.87,1.03,Yes,Positive,
USER-02486,61.0,Other,11.03,2.93,0.42,6.78,Poor,Low,7.17,6.73,No,Negative,
USER-02487,30.0,Other,4.29,1.04,1.67,5.32,Poor,High,5.42,3.81,No,Negative,
USER-02488,62.0,Male,2.78,,1.7,10.66,Excellent,High,8.24,8.51,,Positive,
USER-02489,42.0,Male,2.39,0.23,3.14,12.02,Good,Low,4.53,5.97,Yes,Positive,
USER-02490,40.0,Female,5.59,3.12,1.4,1.62,Poor,Medium,8.8,1.97,Yes,Neutral,
USER-02491,58.0,Other,1.1,4.81,4.15,,Poor,Medium,4.95,1.57,Yes,Neutral,
invalid,35.0,Male,1.48,7.16,2.5,13.0,Good,High,invalid,9.64,Yes,Neutral,
USER-02493,41.0,Male,10.05,6.13,1.77,1.25,Excellent,Medium,8.1,8.1,No,Positive,
USER-02494,42.0,Female,4.83,2.91,3.54,4.76,Good,Medium,5.1,4.61,No,Positive,
USER-02495,51.0,Other,10.02,0.79,0.14,2.57,Good,Low,5.78,0.52,Yes,Positive,
USER-02496,36.0,Other,9.05,5.08,2.31,10.4,Excellent,Medium,8.78,1.88,Yes,Negative,
USER-02497,42.0,Other,5.33,1.09,2.46,,Fair,Medium,7.79,1.96,No,Negative,
USER-02498,20.0,invalid,1.79,4.82,0.01,6.0,Good,Medium,7.58,6.51,Yes,Neutral,
USER-02499,26.0,Male,11.18,4.7,0.89,4.63,Excellent,Low,6.54,9.31,No,Neutral,
USER-02500,65.0,Male,9.39,4.5,2.59,14.33,Excellent,Low,7.83,9.15,No,Negative,
USER-02501,37.0,Male,3.73,4.92,1.57,7.94,Fair,High,4.91,4.05,No,Negative,
USER-02502,29.0,Other,3.39,5.53,2.91,14.12,Excellent,High,4.78,7.54,Yes,Neutral,
USER-02503,35.0,Male,1.03,7.6,0.41,14.72,Fair,Low,4.75,0.95,No,Negative,
USER-02504,53.0,Other,5.28,1.38,,14.36,invalid,Low,4.55,5.53,No,Negative,
USER-02505,62.0,Other,4.89,1.38,3.56,1.69,Excellent,Medium,8.2,3.93,Yes,Negative,
USER-02506,57.0,Other,3.28,1.62,3.47,13.05,Fair,Medium,7.7,9.18,Yes,Neutral,
USER-02507,19.0,Female,1.01,4.72,1.87,10.39,,High,8.51,3.03,No,Negative,
USER-02508,23.0,Male,3.77,2.99,2.82,8.6,Good,High,8.83,3.2,No,Neutral,
USER-02509,35.0,Male,4.72,5.5,4.13,,Fair,High,8.15,5.41,No,Negative,
USER-02510,62.0,Female,8.49,6.93,4.19,13.64,Excellent,Low,8.25,4.62,Yes,Negative,
USER-02511,47.0,Female,2.65,2.22,0.68,1.9,Good,Low,4.94,0.85,Yes,Negative,
invalid,43.0,Male,7.77,5.45,1.71,12.59,Poor,Low,6.24,3.31,Yes,Positive,
USER-02513,37.0,Male,5.6,4.69,1.35,,Excellent,High,7.54,invalid,Yes,Neutral,
USER-02514,24.0,Other,5.61,,4.85,4.42,Fair,Medium,8.68,3.12,No,Positive,
USER-02515,41.0,Other,6.29,7.68,3.44,9.65,Poor,Medium,5.66,7.65,No,Neutral,
USER-02516,64.0,Male,2.96,1.42,4.38,5.38,Poor,,7.47,7.07,Yes,Negative,
USER-02517,58.0,Other,5.15,4.77,1.42,13.11,Fair,High,7.12,8.25,No,Negative,
USER-02518,46.0,Other,8.9,3.67,3.01,12.39,Excellent,Low,7.82,1.78,Yes,Negative,
USER-02519,invalid,Other,6.87,5.84,0.29,8.25,Good,Medium,8.13,7.03,Yes,Neutral,
USER-02520,28.0,Male,4.33,1.24,4.99,10.27,Poor,Medium,7.86,0.33,Yes,Negative,
USER-02521,37.0,Male,4.88,1.88,0.59,7.33,Poor,Low,8.27,5.81,Yes,Positive,
USER-02522,53.0,Male,2.43,1.62,,5.65,Fair,Low,,9.89,No,Neutral,
USER-02523,19.0,Other,11.79,3.37,4.82,6.96,Poor,Medium,7.05,invalid,Yes,Positive,
USER-02524,24.0,Male,4.36,5.47,0.63,10.62,Good,Low,8.62,2.52,Yes,Neutral,
USER-02525,31.0,Other,4.96,0.16,4.21,11.13,Excellent,High,6.93,1.7,No,Negative,
USER-02526,58.0,Female,4.91,4.14,2.06,,Excellent,High,8.95,invalid,Yes,Positive,
invalid,45.0,Other,11.53,4.34,1.03,5.36,Poor,Medium,5.76,0.38,Yes,Positive,
USER-02528,50.0,Other,3.62,2.27,3.65,6.21,Excellent,Low,8.26,0.86,Yes,Negative,
USER-02529,57.0,invalid,9.93,5.93,1.65,13.14,Excellent,High,6.39,0.99,No,Neutral,
USER-02530,20.0,Other,5.42,0.75,3.95,10.65,Excellent,invalid,4.25,0.06,Yes,Negative,
USER-02531,62.0,Female,5.38,2.1,0.81,2.02,Excellent,Medium,7.86,7.86,No,Positive,
USER-02532,56.0,Female,7.55,0.28,0.35,8.19,Excellent,Low,6.62,0.31,No,Negative,
USER-02533,62.0,Male,3.02,0.25,0.37,3.85,Excellent,High,5.56,9.68,No,Positive,
USER-02534,63.0,Male,4.46,4.93,0.94,10.4,Poor,Medium,6.93,2.11,No,Negative,
USER-02535,40.0,Female,7.34,0.26,2.91,,Good,Low,8.98,2.2,No,Neutral,
USER-02536,18.0,Female,2.88,5.64,0.79,1.75,Fair,Low,5.65,4.1,No,Neutral,
USER-02537,65.0,Female,5.72,4.02,4.2,14.18,Good,Low,6.68,3.67,No,Positive,
USER-02538,19.0,Male,7.7,invalid,4.9,6.57,Poor,High,invalid,4.13,Yes,Negative,
USER-02539,19.0,Male,10.01,3.17,4.26,9.26,Poor,Low,5.97,6.05,No,Negative,
USER-02540,30.0,Other,4.97,2.15,3.74,1.99,Poor,,8.12,7.73,Yes,Positive,
USER-02541,60.0,Male,4.91,2.69,3.52,11.21,Fair,invalid,6.61,1.7,Yes,Neutral,
invalid,56.0,Female,7.85,6.96,3.29,14.14,Fair,Low,8.87,3.92,Yes,invalid,
USER-02543,24.0,Other,11.53,6.27,3.16,14.42,Fair,High,invalid,8.18,Yes,Neutral,
USER-02544,28.0,Female,10.02,3.23,0.52,2.02,Excellent,Low,7.6,2.53,No,Neutral,
USER-02545,20.0,Male,8.56,0.05,3.35,7.96,Excellent,High,5.78,2.87,Yes,Negative,
USER-02546,56.0,Female,3.58,7.72,2.07,13.24,Good,High,5.46,invalid,No,Neutral,
USER-02547,42.0,Other,invalid,1.4,0.76,2.24,Good,Low,5.01,0.44,No,Positive,
USER-02548,35.0,Female,9.67,6.51,2.31,5.1,Poor,Low,7.04,5.78,,Negative,
USER-02549,58.0,Male,9.29,0.63,3.75,10.63,Fair,Medium,6.75,invalid,Yes,Negative,
USER-02550,45.0,Male,1.49,4.37,0.93,9.08,Good,High,7.04,5.74,No,Neutral,
USER-02551,46.0,Other,11.83,3.77,4.04,9.75,Good,Low,6.38,6.98,Yes,Neutral,
USER-02552,63.0,Male,1.26,3.16,0.49,7.17,Poor,Medium,6.52,0.47,No,Negative,
USER-02553,38.0,Female,invalid,3.86,0.66,14.62,Good,Medium,8.69,7.15,No,Negative,
USER-02554,48.0,Male,8.06,1.1,2.37,10.34,Good,High,6.59,9.02,No,Positive,
USER-02555,50.0,Other,4.31,4.42,2.06,6.3,Good,Medium,7.97,1.7,No,Neutral,
USER-02556,32.0,Other,7.92,7.02,2.4,2.71,Fair,High,8.73,7.64,Yes,Negative,
USER-02557,34.0,Other,7.56,1.86,1.28,7.04,Poor,Medium,4.6,0.64,No,Positive,
USER-02558,27.0,Female,9.02,0.9,0.09,14.72,Poor,Medium,4.17,8.72,Yes,Positive,
USER-02559,19.0,Male,3.75,,4.5,14.52,Fair,Medium,4.48,2.34,Yes,Neutral,
USER-02560,36.0,Male,1.43,7.81,2.98,14.3,Fair,Medium,6.05,6.94,No,Neutral,
USER-02561,23.0,Female,6.13,6.67,2.91,,Poor,Low,9.0,1.66,No,Negative,
USER-02562,29.0,Other,8.55,7.15,2.2,5.79,Fair,High,5.84,4.7,Yes,Negative,
USER-02563,20.0,Male,2.29,4.55,3.5,13.15,Good,High,7.88,6.24,invalid,Neutral,
invalid,52.0,Other,11.25,5.35,2.68,6.42,Good,Low,7.1,8.69,Yes,Neutral,
USER-02565,37.0,Other,3.9,3.68,0.55,9.41,Fair,High,6.55,2.43,No,Negative,
USER-02566,26.0,Other,8.34,5.63,0.49,14.81,Poor,High,5.09,6.03,Yes,Positive,
USER-02567,29.0,Other,4.77,1.69,1.54,8.7,Poor,Medium,7.42,7.47,No,Positive,
USER-02568,37.0,Female,11.91,7.3,4.3,5.06,Good,Medium,4.86,8.8,No,Negative,
USER-02569,21.0,Male,10.24,7.18,2.24,11.2,Fair,Medium,5.7,2.64,Yes,Neutral,
USER-02570,19.0,Other,5.47,0.64,2.52,8.07,Good,High,4.53,1.46,No,Neutral,
USER-02571,63.0,Female,8.61,7.76,4.36,9.98,Excellent,Medium,5.78,5.0,No,Neutral,
USER-02572,20.0,Other,5.24,2.85,3.73,8.58,Good,Medium,6.0,0.05,No,Neutral,
USER-02573,57.0,Other,1.07,2.82,3.49,,Fair,Low,7.76,8.21,No,Negative,
USER-02574,45.0,Female,3.5,7.25,1.61,8.21,Good,Medium,7.11,9.28,No,Positive,
USER-02575,37.0,Male,4.76,1.4,3.13,9.19,Poor,Low,invalid,1.85,Yes,Neutral,
USER-02576,59.0,Male,2.21,,4.62,2.21,Excellent,Low,7.86,6.66,Yes,Negative,
USER-02577,29.0,Other,10.56,7.37,1.22,12.42,Poor,Medium,4.47,3.0,No,Positive,
USER-02578,62.0,Other,7.81,3.81,0.98,14.48,Good,Low,4.22,7.07,No,Positive,
USER-02579,39.0,Male,2.7,4.58,2.58,5.23,Excellent,High,8.84,9.46,Yes,Neutral,
USER-02580,60.0,Male,4.52,7.61,2.48,14.13,Fair,Medium,5.95,6.96,Yes,Positive,
USER-02581,52.0,Other,2.93,0.07,3.97,8.77,Fair,Low,8.59,0.36,No,Positive,
USER-02582,32.0,Other,5.23,3.97,0.15,8.56,Poor,Low,8.3,2.78,Yes,Negative,
USER-02583,47.0,Female,8.81,0.76,1.87,1.24,Good,High,5.83,6.44,Yes,Neutral,
USER-02584,58.0,Female,8.96,1.38,4.94,9.26,Good,Low,4.84,3.99,No,Neutral,
USER-02585,invalid,Other,10.14,5.31,2.99,8.66,Fair,High,5.93,4.77,No,Neutral,
USER-02586,63.0,Female,6.04,0.46,3.17,14.37,Fair,Low,7.05,6.41,No,Neutral,
USER-02587,28.0,Male,2.91,5.1,0.31,3.75,Poor,High,7.14,0.72,No,Neutral,
USER-02588,40.0,Female,2.93,1.3,4.14,6.33,Poor,High,8.97,9.28,Yes,Neutral,
USER-02589,57.0,Other,1.71,0.7,0.32,2.48,Good,High,8.65,8.34,No,Positive,
USER-02590,47.0,Female,5.08,1.56,4.04,,Excellent,High,4.24,7.16,Yes,Positive,
USER-02591,65.0,Female,2.96,5.37,0.29,10.43,Fair,High,4.86,3.35,Yes,Positive,
USER-02592,53.0,Other,11.29,2.52,4.9,3.27,Excellent,Medium,8.83,9.01,Yes,Neutral,
USER-02593,40.0,Other,2.99,0.58,1.84,,Poor,Medium,7.37,4.9,Yes,invalid,
USER-02594,31.0,Other,10.87,6.79,4.31,8.07,Fair,Low,8.06,9.64,Yes,,
USER-02595,64.0,Other,7.42,2.1,2.34,7.92,Fair,High,7.9,4.01,No,Negative,
invalid,46.0,Other,invalid,7.28,1.69,4.79,Poor,Medium,6.18,1.05,invalid,Negative,
USER-02597,51.0,Male,1.47,4.83,4.27,12.2,Poor,High,5.23,3.86,Yes,Positive,
USER-02598,44.0,invalid,4.45,1.28,3.29,13.23,Fair,High,4.06,7.07,Yes,Negative,
USER-02599,32.0,Other,1.03,4.59,4.87,1.36,Poor,Low,6.06,2.73,,Positive,
USER-02600,43.0,Male,3.85,7.19,4.53,9.65,Excellent,Medium,8.05,9.2,Yes,Neutral,
USER-02601,65.0,Other,4.04,5.05,2.66,4.37,Fair,High,7.24,2.46,No,Negative,
USER-02602,34.0,Male,10.69,2.77,1.25,11.81,Excellent,Low,8.64,8.82,No,Negative,
invalid,27.0,Female,4.95,0.87,4.83,8.48,Good,Low,6.04,8.61,Yes,Neutral,
USER-02604,22.0,Female,10.23,7.93,1.11,7.57,Excellent,Medium,5.18,9.29,Yes,Neutral,
USER-02605,61.0,Other,11.77,5.97,3.34,11.11,Poor,Medium,4.08,2.48,No,Negative,
USER-02606,58.0,Male,7.88,7.74,1.61,1.57,Poor,Low,8.96,,Yes,Positive,
USER-02607,63.0,Female,8.64,5.6,3.16,12.17,Excellent,Low,6.52,7.0,No,Neutral,
USER-02608,36.0,Male,1.08,2.4,1.75,6.99,Fair,Low,4.47,5.68,Yes,Negative,
USER-02609,53.0,Male,7.32,1.55,1.23,2.94,Poor,Medium,6.9,2.13,No,Positive,
USER-02610,64.0,Male,2.53,1.46,1.26,7.7,Fair,Medium,4.46,3.01,Yes,Negative,
USER-02611,56.0,Male,11.86,4.87,2.05,7.5,Excellent,Medium,4.2,2.02,Yes,Positive,
USER-02612,54.0,Female,4.46,1.75,1.65,4.59,Good,Medium,4.85,1.11,Yes,Negative,
USER-02613,57.0,Other,10.15,1.62,1.53,2.89,Fair,Medium,4.27,2.49,Yes,Negative,
USER-02614,33.0,Other,7.3,7.59,1.86,1.9,Excellent,Medium,invalid,1.48,No,Negative,
USER-02615,42.0,Male,9.08,6.32,1.9,11.27,Fair,Medium,7.51,1.14,No,Negative,
USER-02616,39.0,Other,10.13,0.09,1.08,7.38,Poor,Medium,7.68,4.18,Yes,Negative,
USER-02617,49.0,invalid,1.57,3.55,1.46,6.6,Poor,High,7.74,4.94,Yes,Neutral,
USER-02618,48.0,Male,7.28,2.63,0.55,8.34,Fair,Low,7.36,2.73,Yes,Negative,
USER-02619,48.0,Other,8.96,6.92,4.14,2.43,Good,Medium,4.27,8.56,Yes,Negative,
USER-02620,19.0,Male,8.42,6.19,,7.23,Excellent,High,8.18,6.61,Yes,Neutral,
USER-02621,57.0,Female,8.94,4.19,2.77,9.03,Excellent,Low,7.49,6.98,Yes,Neutral,
invalid,59.0,Other,6.34,0.42,1.43,,Good,Low,8.1,6.08,No,Negative,
USER-02623,21.0,Other,4.98,1.81,1.05,5.96,Poor,Low,5.52,0.2,Yes,Positive,
USER-02624,59.0,Other,2.5,0.44,1.48,9.38,Good,High,6.38,8.63,Yes,Negative,
USER-02625,33.0,Male,1.49,2.69,2.45,,Excellent,Low,5.71,5.29,Yes,Positive,
USER-02626,52.0,Male,8.28,3.08,4.67,11.49,Fair,High,7.47,5.44,Yes,Positive,
USER-02627,30.0,Other,2.95,7.08,3.19,9.65,Fair,High,4.66,0.47,No,Neutral,
USER-02628,36.0,Other,10.1,3.02,,10.32,Excellent,Medium,4.05,1.93,Yes,Negative,
USER-02629,,Other,2.18,3.22,0.98,14.22,Good,Low,8.28,2.53,No,Neutral,
USER-02630,55.0,Male,4.59,3.65,3.67,10.21,Good,High,6.12,4.61,Yes,Positive,
USER-02631,35.0,Male,5.51,0.49,1.13,1.12,Excellent,Medium,invalid,7.5,Yes,Negative,
USER-02632,57.0,Other,7.29,6.47,2.72,7.94,Good,Medium,8.46,5.93,No,Positive,
USER-02633,34.0,Male,6.47,4.1,1.8,,Good,High,5.99,8.62,Yes,Neutral,
USER-02634,62.0,Male,1.56,4.16,2.11,9.23,Fair,Medium,6.91,2.22,No,Positive,
USER-02635,21.0,Female,6.65,2.06,0.96,4.77,Fair,Medium,4.42,2.49,No,Negative,
USER-02636,50.0,Other,3.75,1.8,4.64,6.28,Good,Low,4.68,4.59,No,Positive,
USER-02637,invalid,Male,10.45,3.9,4.04,11.6,Poor,High,6.11,3.29,No,,
USER-02638,61.0,Female,4.83,5.69,1.62,8.9,Fair,Medium,4.81,7.23,No,Neutral,
USER-02639,51.0,Other,5.65,0.32,3.67,8.65,Poor,Medium,6.2,6.14,No,Neutral,
USER-02640,31.0,Female,3.49,3.13,4.16,3.07,Fair,Low,8.75,1.4,Yes,Neutral,
USER-02641,49.0,Other,1.28,7.19,4.25,12.51,Fair,Medium,5.88,3.03,No,Neutral,
USER-02642,18.0,Male,2.18,3.53,3.34,5.39,Excellent,High,4.98,6.7,No,Positive,
USER-02643,21.0,Male,8.75,2.05,2.52,3.19,Excellent,Medium,,invalid,Yes,Neutral,
USER-02644,62.0,Female,6.89,3.4,0.73,6.18,Fair,High,5.98,6.7,No,Negative,
